lead_id,month,year,state,numberOfCalls,callTimeMinute
14164,1,2020,Oklahoma,5,3.28
14165,1,2020,Oklahoma,24,165.93
14171,1,2020,Oklahoma,11,107.90
14173,1,2020,Arkansas,1,17.20
14174,1,2020,Oklahoma,30,200.68
14175,1,2020,Oklahoma,9,96.22
14184,1,2020,Oklahoma,4,22.53
14186,1,2020,Oklahoma,3,11.77
14189,1,2020,Arkansas,5,13.43
14193,1,2020,Arkansas,5,60.53
14195,1,2020,Oklahoma,3,10.43
14197,1,2020,Arkansas,16,60.17
14204,1,2020,Oklahoma,15,145.50
14206,1,2020,Oklahoma,8,93.10
14207,1,2020,Arkansas,18,58.05
14211,1,2020,Arkansas,16,9.77
14212,1,2020,Arkansas,10,27.65
14213,1,2020,Arkansas,13,42.20
14214,1,2020,Oklahoma,22,24.68
14224,1,2020,Arkansas,8,132.75
14228,1,2020,Arkansas,24,133.33
14231,1,2020,Oklahoma,3,31.48
14240,1,2020,Missouri,24,118.25
14241,1,2020,Oklahoma,10,156.07
14245,1,2020,Arkansas,2,6.70
14246,1,2020,Oklahoma,4,46.63
14250,1,2020,Arkansas,9,8.95
14252,1,2020,Oklahoma,6,4.20
14259,1,2020,Oklahoma,6,40.38
14265,1,2020,Arkansas,6,113.62
14273,1,2020,Arkansas,42,245.13
14274,1,2020,Arkansas,8,11.13
14280,1,2020,Oklahoma,12,107.35
14287,1,2020,Oklahoma,15,29.33
14290,1,2020,Oklahoma,11,52.13
14291,1,2020,Oklahoma,8,75.42
14292,1,2020,Missouri,13,29.02
14293,1,2020,Arkansas,4,92.43
14311,1,2020,Arkansas,8,65.82
14313,1,2020,Oklahoma,15,20.78
14314,1,2020,Oklahoma,14,82.97
14315,1,2020,Oklahoma,7,43.63
14318,1,2020,Oklahoma,10,23.62
14323,1,2020,Missouri,8,85.88
14325,1,2020,Oklahoma,14,27.65
14326,1,2020,Arkansas,6,146.32
14330,1,2020,Oklahoma,18,86.52
14331,1,2020,Oklahoma,16,21.78
14333,1,2020,Oklahoma,8,33.35
14337,1,2020,Oklahoma,25,178.45
14350,1,2020,Oklahoma,9,25.03
14352,1,2020,Arkansas,3,70.15
14354,1,2020,Arkansas,12,63.72
14356,1,2020,Arkansas,5,152.75
14363,1,2020,Missouri,15,30.95
14370,1,2020,Oklahoma,15,88.15
14371,1,2020,Arkansas,8,114.30
14375,1,2020,Oklahoma,29,82.97
14381,1,2020,Oklahoma,8,116.22
14383,1,2020,Arkansas,27,63.57
14384,1,2020,Oklahoma,16,40.87
14389,1,2020,Arkansas,6,11.35
14390,1,2020,Oklahoma,21,31.27
14394,1,2020,Arkansas,15,87.80
14395,1,2020,Arkansas,28,162.92
14397,1,2020,Arkansas,20,194.83
14399,1,2020,Arkansas,2,20.82
14403,1,2020,Oklahoma,6,17.90
14409,1,2020,Oklahoma,6,35.97
14412,1,2020,Arkansas,13,59.05
14420,1,2020,Oklahoma,13,29.82
14429,1,2020,Arkansas,1,16.85
14430,1,2020,Oklahoma,19,156.35
14431,1,2020,Arkansas,11,127.28
14435,1,2020,Arkansas,8,36.88
14441,1,2020,Arkansas,6,15.83
14443,1,2020,Oklahoma,23,23.15
14448,1,2020,Arkansas,47,236.55
14449,1,2020,Arkansas,16,25.27
14451,1,2020,Missouri,15,27.37
14455,1,2020,Arkansas,23,39.13
14462,1,2020,Missouri,17,15.77
14471,1,2020,Oklahoma,4,31.43
14472,1,2020,Oklahoma,19,32.88
14476,1,2020,Oklahoma,13,25.40
14481,1,2020,Oklahoma,10,26.72
14482,1,2020,Missouri,13,34.43
14483,1,2020,Oklahoma,15,60.67
14489,1,2020,Oklahoma,20,82.47
14490,1,2020,Arkansas,14,64.00
14496,1,2020,Arkansas,27,103.00
14497,1,2020,Oklahoma,15,21.18
14499,1,2020,Arkansas,20,13.38
14500,1,2020,Arkansas,8,5.75
14501,1,2020,Oklahoma,10,31.80
14504,1,2020,Arkansas,6,111.17
14507,1,2020,Oklahoma,5,83.87
14509,1,2020,Arkansas,18,144.03
14514,1,2020,Oklahoma,1,1.45
14521,1,2020,Arkansas,3,15.35
14524,1,2020,Arkansas,32,62.23
14527,1,2020,Oklahoma,15,28.65
14528,1,2020,Arkansas,18,38.10
14529,1,2020,Arkansas,4,13.17
14531,1,2020,Arkansas,30,137.85
14537,1,2020,Arkansas,11,35.37
14546,1,2020,Arkansas,16,12.08
14557,1,2020,Arkansas,15,18.92
14559,1,2020,Arkansas,19,108.43
14564,1,2020,Arkansas,5,28.10
14566,1,2020,Arkansas,4,62.25
14570,1,2020,Oklahoma,15,18.03
14574,1,2020,Arkansas,33,118.62
14575,1,2020,Missouri,4,15.23
14576,1,2020,Oklahoma,4,51.43
14593,1,2020,Oklahoma,2,25.03
14595,1,2020,Oklahoma,8,181.30
14598,1,2020,Arkansas,10,30.88
14601,1,2020,Arkansas,26,129.83
14602,1,2020,Missouri,3,108.27
14611,1,2020,Oklahoma,15,57.27
14613,1,2020,Arkansas,4,104.80
14616,1,2020,Oklahoma,15,36.87
14620,1,2020,Missouri,15,31.77
14622,1,2020,Oklahoma,8,96.07
14623,1,2020,Oklahoma,17,156.60
14625,1,2020,Oklahoma,6,20.13
14632,1,2020,Oklahoma,19,125.45
14637,1,2020,Arkansas,7,17.13
14638,1,2020,Arkansas,7,18.45
14643,1,2020,Oklahoma,17,309.00
14646,1,2020,Oklahoma,17,32.12
14649,1,2020,Arkansas,23,68.98
14651,1,2020,Oklahoma,12,67.95
14652,1,2020,Arkansas,22,57.55
14653,1,2020,Arkansas,31,71.70
14660,1,2020,Arkansas,6,84.73
14663,1,2020,Arkansas,15,33.55
14666,1,2020,Arkansas,8,35.43
14667,1,2020,Oklahoma,24,156.40
14671,1,2020,Missouri,19,140.82
14672,1,2020,Arkansas,19,43.30
14674,1,2020,Missouri,16,42.03
14677,1,2020,Oklahoma,2,1.53
14678,1,2020,Arkansas,9,149.65
14680,1,2020,Oklahoma,19,18.65
14682,1,2020,Arkansas,14,37.22
14683,1,2020,Oklahoma,20,104.20
14685,1,2020,Oklahoma,9,62.22
14686,1,2020,Arkansas,7,71.68
14693,1,2020,Oklahoma,17,86.53
14705,1,2020,Arkansas,7,33.67
14706,1,2020,Arkansas,26,293.92
14709,1,2020,Arkansas,5,67.73
14712,1,2020,Arkansas,15,80.20
14714,1,2020,Oklahoma,5,0.77
14715,1,2020,Oklahoma,5,26.38
14716,1,2020,Oklahoma,7,53.67
14717,1,2020,Arkansas,21,135.10
14718,1,2020,Arkansas,15,32.40
14719,1,2020,Oklahoma,22,206.72
14721,1,2020,Missouri,5,24.90
14723,1,2020,Arkansas,8,36.32
14725,1,2020,Arkansas,24,171.15
14727,1,2020,Oklahoma,15,26.93
14733,1,2020,Arkansas,26,72.62
14734,1,2020,Missouri,14,41.47
14736,1,2020,Arkansas,77,331.58
14738,1,2020,Arkansas,11,98.37
14744,1,2020,Oklahoma,12,55.48
14746,1,2020,Arkansas,7,22.92
14755,1,2020,Arkansas,5,15.43
14760,1,2020,Arkansas,15,37.70
14762,1,2020,Oklahoma,11,165.37
14771,1,2020,Arkansas,3,124.57
14772,1,2020,Oklahoma,15,15.00
14774,1,2020,Arkansas,13,26.02
14783,1,2020,Oklahoma,8,63.10
14787,1,2020,Oklahoma,26,125.77
14789,1,2020,Oklahoma,20,75.12
14790,1,2020,Arkansas,6,73.85
14792,1,2020,Oklahoma,20,56.70
14795,1,2020,Oklahoma,48,268.55
14797,1,2020,Oklahoma,19,208.35
14800,1,2020,Arkansas,10,48.98
14803,1,2020,Arkansas,14,133.88
14804,1,2020,Arkansas,6,62.55
14805,1,2020,Arkansas,15,23.27
14809,1,2020,Oklahoma,19,37.37
14820,1,2020,Arkansas,19,222.53
14823,1,2020,Oklahoma,20,44.60
14827,1,2020,Arkansas,10,167.75
14830,1,2020,Arkansas,6,22.03
14840,1,2020,Missouri,34,125.97
14844,1,2020,Arkansas,12,20.15
14845,1,2020,Arkansas,9,25.27
14846,1,2020,Arkansas,9,108.35
14850,1,2020,Arkansas,10,116.15
14855,1,2020,Oklahoma,8,168.05
14858,1,2020,Arkansas,5,42.52
14859,1,2020,Oklahoma,17,36.90
14860,1,2020,Arkansas,11,102.85
14862,1,2020,Arkansas,6,10.65
14866,1,2020,Arkansas,8,100.82
14867,1,2020,Arkansas,22,71.35
14872,1,2020,Missouri,1,14.17
14875,1,2020,Oklahoma,5,27.53
14876,1,2020,Arkansas,8,12.23
14879,1,2020,Oklahoma,16,18.30
14886,1,2020,Arkansas,31,150.72
14892,1,2020,Arkansas,18,52.95
14893,1,2020,Arkansas,16,21.77
14900,1,2020,Arkansas,9,36.07
14905,1,2020,Arkansas,6,88.87
14906,1,2020,Arkansas,13,13.72
14907,1,2020,Oklahoma,38,63.92
14917,1,2020,Oklahoma,15,28.43
14920,1,2020,Arkansas,14,81.25
14921,1,2020,Missouri,24,31.77
14926,1,2020,Oklahoma,13,85.20
14930,1,2020,Oklahoma,3,39.60
14932,1,2020,Arkansas,15,169.35
14936,1,2020,Oklahoma,23,48.77
14938,1,2020,Arkansas,4,6.35
14940,1,2020,Oklahoma,15,60.53
14941,1,2020,Arkansas,16,128.42
14947,1,2020,Arkansas,15,30.62
14948,1,2020,Oklahoma,32,50.03
14950,1,2020,Oklahoma,20,29.23
14953,1,2020,Oklahoma,6,36.70
14955,1,2020,Arkansas,13,212.57
14958,1,2020,Oklahoma,6,90.13
14967,1,2020,Oklahoma,15,24.28
14974,1,2020,Arkansas,38,187.72
14976,1,2020,Arkansas,30,78.52
14984,1,2020,Oklahoma,5,45.27
14987,1,2020,Oklahoma,21,172.80
14988,1,2020,Arkansas,15,33.43
14994,1,2020,Oklahoma,13,96.13
14995,1,2020,Arkansas,11,18.50
14999,1,2020,Arkansas,7,69.55
15008,1,2020,Missouri,5,71.83
15012,1,2020,Oklahoma,2,18.72
15013,1,2020,Arkansas,17,25.63
15016,1,2020,Arkansas,10,16.57
15017,1,2020,Arkansas,6,119.87
15020,1,2020,Oklahoma,19,36.67
15024,1,2020,Arkansas,17,69.27
15025,1,2020,Arkansas,5,17.32
15026,1,2020,Oklahoma,4,19.78
15028,1,2020,Missouri,11,36.67
15036,1,2020,Arkansas,5,82.77
15038,1,2020,Arkansas,13,89.72
15040,1,2020,Oklahoma,52,313.70
15041,1,2020,Arkansas,5,23.78
15044,1,2020,Oklahoma,14,76.68
15053,1,2020,Arkansas,3,10.47
15055,1,2020,Oklahoma,8,103.80
15059,1,2020,Arkansas,19,32.73
15066,1,2020,Arkansas,11,25.68
15068,1,2020,Arkansas,11,20.38
15070,1,2020,Arkansas,13,27.40
15071,1,2020,Arkansas,14,22.38
15077,1,2020,Arkansas,26,108.52
15080,1,2020,Arkansas,15,234.98
15085,1,2020,Arkansas,27,54.22
15089,1,2020,Arkansas,3,17.03
15090,1,2020,Oklahoma,10,33.68
15098,1,2020,Oklahoma,16,98.68
15099,1,2020,Oklahoma,4,21.97
15100,1,2020,Arkansas,5,48.95
15101,1,2020,Arkansas,25,38.93
15103,1,2020,Arkansas,10,31.05
15106,1,2020,Oklahoma,13,119.83
15107,1,2020,Arkansas,15,56.32
15110,1,2020,Missouri,5,90.30
15111,1,2020,Oklahoma,11,124.23
15114,1,2020,Arkansas,8,49.03
15116,1,2020,Arkansas,2,19.62
15117,1,2020,Oklahoma,15,24.30
15123,1,2020,Arkansas,4,0.72
15124,1,2020,Arkansas,4,28.97
15126,1,2020,Oklahoma,9,14.92
15135,1,2020,Arkansas,10,35.77
15142,1,2020,Arkansas,5,46.63
15146,1,2020,Oklahoma,6,18.52
15149,1,2020,Oklahoma,17,94.62
15155,1,2020,Missouri,7,24.18
15160,1,2020,Arkansas,11,90.63
15164,1,2020,Oklahoma,45,235.78
15170,1,2020,Arkansas,36,266.07
15173,1,2020,Arkansas,7,13.20
15178,1,2020,Arkansas,4,40.17
15185,1,2020,Oklahoma,4,16.58
15186,1,2020,Arkansas,15,85.77
15188,1,2020,Arkansas,48,151.68
15190,1,2020,Arkansas,6,33.62
15191,1,2020,Arkansas,12,127.83
15193,1,2020,Oklahoma,16,18.73
15194,1,2020,Arkansas,5,26.90
15195,1,2020,Arkansas,10,125.15
15196,1,2020,Oklahoma,15,34.87
15198,1,2020,Arkansas,4,75.37
15200,1,2020,Arkansas,15,26.12
15204,1,2020,Oklahoma,29,71.92
15207,1,2020,Oklahoma,15,59.97
15210,1,2020,Arkansas,7,157.47
15212,1,2020,Arkansas,27,190.53
15217,1,2020,Arkansas,21,59.85
15218,1,2020,Arkansas,6,102.55
15219,1,2020,Oklahoma,15,44.63
15222,1,2020,Oklahoma,18,41.23
15230,1,2020,Oklahoma,6,11.43
15231,1,2020,Arkansas,24,42.97
15237,1,2020,Arkansas,7,16.97
15239,1,2020,Oklahoma,10,38.65
15243,1,2020,Oklahoma,3,31.88
15247,1,2020,Oklahoma,15,19.57
15248,1,2020,Oklahoma,101,417.22
15249,1,2020,Oklahoma,29,139.08
15251,1,2020,Oklahoma,26,87.60
15252,1,2020,Oklahoma,7,64.60
15255,1,2020,Arkansas,13,154.78
15256,1,2020,Arkansas,26,198.45
15265,1,2020,Oklahoma,17,155.12
15268,1,2020,Oklahoma,16,36.18
15269,1,2020,Arkansas,16,9.93
15271,1,2020,Oklahoma,12,130.25
15272,1,2020,Oklahoma,5,14.45
15273,1,2020,Arkansas,15,39.40
15279,1,2020,Oklahoma,15,18.08
15282,1,2020,Arkansas,2,20.75
15284,1,2020,Missouri,16,77.07
15287,1,2020,Arkansas,17,162.03
15289,1,2020,Arkansas,3,99.93
15291,1,2020,Arkansas,14,64.12
15297,1,2020,Oklahoma,36,254.28
15298,1,2020,Oklahoma,7,73.05
15299,1,2020,Arkansas,23,34.80
15303,1,2020,Oklahoma,2,7.97
15304,1,2020,Arkansas,15,61.65
15316,1,2020,Arkansas,16,50.02
15317,1,2020,Arkansas,14,59.95
15330,1,2020,Oklahoma,1,25.15
15331,1,2020,Oklahoma,16,9.00
15333,1,2020,Oklahoma,25,342.60
15338,1,2020,Arkansas,6,104.73
15340,1,2020,Oklahoma,17,17.30
15343,1,2020,Arkansas,9,32.08
15347,1,2020,Arkansas,29,29.42
15349,1,2020,Arkansas,6,62.77
15355,1,2020,Arkansas,3,76.52
15360,1,2020,Arkansas,9,47.75
15363,1,2020,Arkansas,7,66.02
15364,1,2020,Arkansas,2,15.30
15370,1,2020,Arkansas,14,21.53
15371,1,2020,Oklahoma,16,46.68
15373,1,2020,Oklahoma,12,27.62
15374,1,2020,Arkansas,1,23.23
15376,1,2020,Arkansas,8,67.53
15382,1,2020,Oklahoma,4,26.90
15386,1,2020,Oklahoma,5,12.20
15387,1,2020,Oklahoma,16,79.55
15388,1,2020,Missouri,3,15.55
15393,1,2020,Oklahoma,4,53.92
15399,1,2020,Arkansas,7,48.67
15405,1,2020,Oklahoma,7,45.33
15407,1,2020,Oklahoma,19,95.90
15409,1,2020,Oklahoma,15,108.70
15411,1,2020,Oklahoma,2,18.17
15413,1,2020,Arkansas,7,18.62
15414,1,2020,Oklahoma,10,35.02
15416,1,2020,Missouri,1,13.63
15420,1,2020,Missouri,15,32.12
15421,1,2020,Oklahoma,10,79.65
15425,1,2020,Arkansas,5,54.80
15427,1,2020,Oklahoma,21,153.28
15429,1,2020,Oklahoma,17,118.83
15437,1,2020,Arkansas,5,99.32
15438,1,2020,Arkansas,14,43.30
15441,1,2020,Arkansas,27,274.33
15446,1,2020,Oklahoma,7,47.03
15451,1,2020,Arkansas,9,59.65
15452,1,2020,Arkansas,1,15.88
15454,1,2020,Arkansas,18,44.28
15461,1,2020,Oklahoma,15,36.52
15462,1,2020,Arkansas,12,106.32
15463,1,2020,Oklahoma,25,60.72
15464,1,2020,Missouri,20,50.45
15473,1,2020,Oklahoma,16,22.60
15480,1,2020,Oklahoma,20,160.80
15491,1,2020,Oklahoma,4,71.50
15495,1,2020,Oklahoma,13,118.68
15496,1,2020,Oklahoma,6,73.35
15497,1,2020,Oklahoma,21,22.15
15499,1,2020,Oklahoma,15,17.62
15502,1,2020,Arkansas,6,16.12
15506,1,2020,Oklahoma,27,114.03
15514,1,2020,Arkansas,16,23.37
15516,1,2020,Arkansas,2,31.37
15518,1,2020,Oklahoma,5,19.75
15524,1,2020,Missouri,12,65.75
15529,1,2020,Arkansas,20,19.90
15533,1,2020,Oklahoma,16,40.95
15534,1,2020,Arkansas,14,193.43
15543,1,2020,Oklahoma,3,2.37
15544,1,2020,Missouri,6,56.12
15545,1,2020,Arkansas,18,80.63
15546,1,2020,Arkansas,5,20.77
15548,1,2020,Oklahoma,7,75.28
15551,1,2020,Oklahoma,24,92.90
15555,1,2020,Arkansas,3,90.87
15563,1,2020,Oklahoma,17,74.20
15565,1,2020,Oklahoma,7,72.03
15569,1,2020,Arkansas,5,93.28
15570,1,2020,Arkansas,21,26.70
15579,1,2020,Oklahoma,15,26.38
15583,1,2020,Arkansas,5,37.22
15585,1,2020,Arkansas,4,97.95
15586,1,2020,Missouri,15,46.05
15587,1,2020,Arkansas,3,16.53
15598,1,2020,Arkansas,13,134.95
15599,1,2020,Oklahoma,8,14.78
15603,1,2020,Oklahoma,10,10.02
15604,1,2020,Oklahoma,15,64.10
15607,1,2020,Arkansas,19,177.17
15610,1,2020,Oklahoma,17,50.58
15614,1,2020,Arkansas,8,12.28
15616,1,2020,Arkansas,6,62.65
15617,1,2020,Arkansas,36,140.43
15623,1,2020,Arkansas,24,113.15
15625,1,2020,Oklahoma,15,74.52
15627,1,2020,Oklahoma,11,171.77
15629,1,2020,Oklahoma,1,16.65
15632,1,2020,Arkansas,32,144.92
15633,1,2020,Oklahoma,8,18.93
15637,1,2020,Arkansas,11,84.13
15638,1,2020,Arkansas,22,33.67
15639,1,2020,Arkansas,15,31.05
15641,1,2020,Oklahoma,18,112.22
15644,1,2020,Arkansas,6,72.28
15647,1,2020,Oklahoma,18,37.13
15648,1,2020,Oklahoma,5,83.50
15650,1,2020,Arkansas,4,39.75
15652,1,2020,Arkansas,10,130.98
15653,1,2020,Arkansas,12,95.65
15662,1,2020,Oklahoma,15,30.03
15675,1,2020,Missouri,15,35.38
15677,1,2020,Arkansas,9,124.03
15679,1,2020,Oklahoma,2,2.25
15681,1,2020,Oklahoma,3,2.42
15686,1,2020,Arkansas,2,15.32
15687,1,2020,Oklahoma,6,13.68
15688,1,2020,Oklahoma,7,46.65
15690,1,2020,Arkansas,10,46.85
15699,1,2020,Arkansas,7,105.75
15702,1,2020,Arkansas,15,128.40
15708,1,2020,Oklahoma,17,21.70
15710,1,2020,Arkansas,7,4.78
15711,1,2020,Oklahoma,4,8.03
15712,1,2020,Oklahoma,15,20.90
15713,1,2020,Oklahoma,10,149.33
15717,1,2020,Oklahoma,15,24.73
15718,1,2020,Arkansas,3,29.67
15720,1,2020,Arkansas,8,109.77
15721,1,2020,Arkansas,15,112.48
15724,1,2020,Oklahoma,15,99.10
15726,1,2020,Oklahoma,15,8.13
15730,1,2020,Arkansas,9,22.45
15733,1,2020,Arkansas,8,56.93
15739,1,2020,Oklahoma,26,209.30
15742,1,2020,Arkansas,26,99.27
15743,1,2020,Oklahoma,16,31.82
15744,1,2020,Arkansas,31,45.93
15752,1,2020,Oklahoma,10,126.40
15755,1,2020,Arkansas,8,12.23
15758,1,2020,Arkansas,42,198.65
15760,1,2020,Oklahoma,27,191.57
15763,1,2020,Arkansas,11,17.58
15764,1,2020,Arkansas,5,24.50
15767,1,2020,Oklahoma,16,13.58
15768,1,2020,Oklahoma,22,131.88
15772,1,2020,Arkansas,40,222.20
15775,1,2020,Arkansas,7,20.65
15777,1,2020,Arkansas,12,105.85
15780,1,2020,Arkansas,11,16.10
15781,1,2020,Oklahoma,15,32.68
15782,1,2020,Arkansas,11,18.97
15783,1,2020,Arkansas,12,20.23
15786,1,2020,Arkansas,7,16.27
15792,1,2020,Arkansas,23,67.55
15808,1,2020,Oklahoma,40,223.77
15816,1,2020,Arkansas,5,46.67
15821,1,2020,Oklahoma,13,201.68
15825,1,2020,Arkansas,21,21.77
15829,1,2020,Oklahoma,4,15.67
15832,1,2020,Arkansas,21,20.65
15840,1,2020,Oklahoma,18,67.78
15841,1,2020,Missouri,5,89.90
15842,1,2020,Arkansas,10,27.07
15848,1,2020,Arkansas,12,44.77
15855,1,2020,Oklahoma,15,61.68
15856,1,2020,Oklahoma,24,71.52
15857,1,2020,Oklahoma,2,75.17
15859,1,2020,Missouri,22,153.67
15861,1,2020,Arkansas,16,20.88
15866,1,2020,Oklahoma,7,13.60
15867,1,2020,Arkansas,11,28.43
15868,1,2020,Oklahoma,18,26.63
15870,1,2020,Oklahoma,24,138.88
15875,1,2020,Arkansas,6,125.90
15878,1,2020,Arkansas,14,168.70
15880,1,2020,Missouri,1,7.65
15884,1,2020,Arkansas,16,53.17
15889,1,2020,Arkansas,2,0.20
15890,1,2020,Arkansas,16,115.10
15894,1,2020,Missouri,6,2.60
15897,1,2020,Oklahoma,39,220.17
15898,1,2020,Arkansas,2,0.73
15899,1,2020,Arkansas,19,32.40
15904,1,2020,Arkansas,16,19.38
15905,1,2020,Oklahoma,15,20.00
15908,1,2020,Missouri,20,62.68
15911,1,2020,Missouri,15,21.18
15913,1,2020,Arkansas,12,16.85
15914,1,2020,Arkansas,20,15.25
15917,1,2020,Arkansas,11,10.52
15919,1,2020,Arkansas,15,44.85
15923,1,2020,Arkansas,6,11.12
15927,1,2020,Missouri,17,89.98
15930,1,2020,Missouri,6,81.77
15932,1,2020,Oklahoma,9,82.57
15933,1,2020,Missouri,18,28.07
15934,1,2020,Arkansas,12,105.07
15936,1,2020,Arkansas,15,19.92
15944,1,2020,Oklahoma,16,77.63
15945,1,2020,Arkansas,26,109.33
15946,1,2020,Arkansas,24,135.60
15948,1,2020,Missouri,15,32.20
15949,1,2020,Arkansas,15,55.23
15950,1,2020,Arkansas,18,30.58
15952,1,2020,Arkansas,19,11.30
15954,1,2020,Arkansas,11,102.33
15955,1,2020,Oklahoma,6,68.48
15957,1,2020,Arkansas,12,57.47
15959,1,2020,Arkansas,17,8.47
15962,1,2020,Arkansas,7,96.97
15963,1,2020,Oklahoma,16,33.72
15964,1,2020,Arkansas,15,30.43
15969,1,2020,Arkansas,6,67.05
15971,1,2020,Oklahoma,8,24.55
15979,1,2020,Missouri,6,5.10
15981,1,2020,Arkansas,16,136.83
15982,1,2020,Arkansas,2,0.10
15983,1,2020,Missouri,10,34.33
15984,1,2020,Missouri,23,35.38
15989,1,2020,Missouri,4,24.27
15992,1,2020,Oklahoma,22,96.67
15995,1,2020,Oklahoma,5,32.40
15997,1,2020,Arkansas,15,55.20
16009,1,2020,Missouri,15,111.03
16018,1,2020,Missouri,15,27.80
16025,1,2020,Oklahoma,16,40.72
16026,1,2020,Oklahoma,15,23.98
16029,1,2020,Oklahoma,4,27.62
16030,1,2020,Arkansas,10,74.32
16031,1,2020,Arkansas,20,217.00
16032,1,2020,Arkansas,15,20.03
16033,1,2020,Arkansas,14,81.63
16034,1,2020,Arkansas,7,63.87
16038,1,2020,Missouri,12,46.15
16045,1,2020,Arkansas,15,159.13
16049,1,2020,Oklahoma,15,16.60
16051,1,2020,Oklahoma,24,52.38
16054,1,2020,Missouri,6,12.95
16060,1,2020,Arkansas,38,136.27
16063,1,2020,Arkansas,15,21.97
16064,1,2020,Oklahoma,4,23.22
16072,1,2020,Arkansas,27,111.10
16073,1,2020,Oklahoma,7,39.85
16074,1,2020,Oklahoma,3,21.25
16075,1,2020,Oklahoma,26,46.63
16079,1,2020,Arkansas,4,3.92
16084,1,2020,Arkansas,10,87.55
16086,1,2020,Oklahoma,14,78.62
16089,1,2020,Arkansas,5,19.35
16092,1,2020,Arkansas,46,170.75
16100,1,2020,Arkansas,10,51.83
16104,1,2020,Arkansas,6,34.75
16106,1,2020,Missouri,13,113.63
16120,1,2020,Oklahoma,17,11.03
16135,1,2020,Oklahoma,17,52.35
16139,1,2020,Missouri,9,43.95
16143,1,2020,Arkansas,4,125.35
16154,1,2020,Oklahoma,9,10.68
16160,1,2020,Oklahoma,7,68.70
16162,1,2020,Oklahoma,3,6.17
16167,1,2020,Missouri,12,122.73
16170,1,2020,Oklahoma,15,35.02
16174,1,2020,Arkansas,18,38.68
16176,1,2020,Arkansas,16,34.77
16177,1,2020,Oklahoma,11,162.82
16179,1,2020,Arkansas,5,44.35
16181,1,2020,Oklahoma,15,48.90
16187,1,2020,Arkansas,20,114.32
16192,1,2020,Arkansas,21,110.18
16197,1,2020,Oklahoma,8,21.78
16202,1,2020,Oklahoma,10,65.70
16204,1,2020,Arkansas,15,126.60
16206,1,2020,Arkansas,18,18.30
16210,1,2020,Missouri,16,164.23
16211,1,2020,Arkansas,10,161.35
16212,1,2020,Missouri,10,27.90
16215,1,2020,Oklahoma,10,40.17
16218,1,2020,Arkansas,5,10.15
16224,1,2020,Arkansas,12,148.15
16230,1,2020,Missouri,14,134.32
16231,1,2020,Arkansas,5,2.90
16241,1,2020,Arkansas,8,13.42
16243,1,2020,Arkansas,7,28.98
16245,1,2020,Oklahoma,7,12.85
16246,1,2020,Arkansas,9,4.55
16250,1,2020,Missouri,14,169.25
16255,1,2020,Arkansas,15,131.35
16256,1,2020,Arkansas,5,149.62
16259,1,2020,Missouri,15,16.97
16260,1,2020,Oklahoma,9,38.55
16263,1,2020,Oklahoma,26,32.62
16265,1,2020,Oklahoma,5,12.48
16275,1,2020,Arkansas,5,95.67
16288,1,2020,Oklahoma,20,175.55
16293,1,2020,Oklahoma,12,72.23
16294,1,2020,Oklahoma,15,66.33
16297,1,2020,Oklahoma,16,48.95
16302,2,2020,Oklahoma,5,13.22
16303,2,2020,Oklahoma,5,113.97
16305,2,2020,Missouri,12,105.52
16306,2,2020,Arkansas,17,94.45
16308,2,2020,Arkansas,3,47.50
16312,2,2020,Arkansas,14,24.68
16316,2,2020,Oklahoma,10,103.12
16324,2,2020,Arkansas,15,37.15
16327,2,2020,Oklahoma,15,87.18
16329,2,2020,Missouri,8,22.67
16332,2,2020,Missouri,29,177.07
16336,2,2020,Oklahoma,16,62.13
16338,2,2020,Oklahoma,7,70.10
16339,2,2020,Oklahoma,5,27.98
16344,2,2020,Oklahoma,15,35.83
16354,2,2020,Arkansas,32,31.52
16357,2,2020,Oklahoma,20,27.58
16361,2,2020,Missouri,8,10.47
16365,2,2020,Arkansas,20,23.98
16366,2,2020,Arkansas,6,36.53
16368,2,2020,Arkansas,6,14.73
16371,2,2020,Oklahoma,3,22.62
16375,2,2020,Oklahoma,2,16.53
16379,2,2020,Arkansas,4,21.28
16382,2,2020,Arkansas,3,23.73
16385,2,2020,Arkansas,3,56.62
16387,2,2020,Arkansas,21,111.90
16391,2,2020,Arkansas,11,46.72
16403,2,2020,Arkansas,15,10.75
16409,2,2020,Arkansas,19,233.97
16410,2,2020,Oklahoma,14,140.98
16412,2,2020,Arkansas,20,36.38
16418,2,2020,Oklahoma,4,30.33
16425,2,2020,Oklahoma,17,25.52
16426,2,2020,Oklahoma,11,25.58
16428,2,2020,Arkansas,4,173.42
16429,2,2020,Arkansas,22,178.43
16430,2,2020,Oklahoma,15,100.55
16433,2,2020,Arkansas,6,38.62
16434,2,2020,Arkansas,20,41.32
16436,2,2020,Oklahoma,4,56.62
16437,2,2020,Oklahoma,13,22.68
16438,2,2020,Arkansas,19,105.68
16439,2,2020,Oklahoma,23,25.22
16440,2,2020,Arkansas,5,20.90
16442,2,2020,Arkansas,8,123.60
16444,2,2020,Missouri,6,26.10
16447,2,2020,Oklahoma,4,85.45
16448,2,2020,Oklahoma,10,23.18
16452,2,2020,Arkansas,7,77.53
16454,2,2020,Arkansas,9,10.55
16456,2,2020,Arkansas,8,84.45
16457,2,2020,Arkansas,15,2.88
