lead_id,month,year,state,numberOfAppointments
281,7,2019,Arkansas,1
282,7,2019,Arkansas,12
288,8,2019,Arkansas,1
291,8,2019,Arkansas,9
292,8,2019,Arkansas,5
299,8,2019,Arkansas,2
301,8,2019,Arkansas,1
317,8,2019,Arkansas,17
321,8,2019,Arkansas,2
322,8,2019,Missouri,3
324,8,2019,Arkansas,2
326,8,2019,Arkansas,10
329,8,2019,Missouri,3
335,8,2019,Missouri,6
347,8,2019,Missouri,2
350,8,2019,Missouri,1
358,8,2019,Missouri,3
360,8,2019,Arkansas,9
369,8,2019,Arkansas,7
371,8,2019,Arkansas,8
375,8,2019,Arkansas,8
391,8,2019,Arkansas,4
393,8,2019,Arkansas,5
403,8,2019,Missouri,11
406,8,2019,Arkansas,1
413,8,2019,Arkansas,32
414,8,2019,Arkansas,2
420,8,2019,Arkansas,1
421,8,2019,Arkansas,10
424,7,2019,Missouri,4
425,7,2019,Arkansas,7
426,7,2019,Missouri,15
427,7,2019,Arkansas,5
428,7,2019,Arkansas,2
430,7,2019,Arkansas,1
431,7,2019,Missouri,4
432,7,2019,Arkansas,4
433,7,2019,Arkansas,1
436,7,2019,Oklahoma,3
438,6,2019,Oklahoma,9
439,6,2019,Oklahoma,1
440,6,2019,,2
441,6,2019,Arkansas,2
442,6,2019,Missouri,2
443,6,2019,,10
445,6,2019,Arkansas,4
446,6,2019,Arkansas,5
447,6,2019,Arkansas,2
448,6,2019,Arkansas,10
449,5,2019,Arkansas,3
450,5,2019,Arkansas,8
451,5,2019,,2
475,8,2019,Arkansas,9
476,8,2019,Arkansas,2
484,8,2019,Arkansas,4
488,8,2019,Arkansas,16
490,8,2019,Arkansas,1
496,8,2019,Arkansas,7
497,8,2019,Arkansas,6
498,8,2019,Arkansas,2
505,8,2019,Arkansas,3
691,8,2019,Missouri,8
702,8,2019,Arkansas,7
715,8,2019,Arkansas,5
716,8,2019,Arkansas,2
717,8,2019,Arkansas,13
718,8,2019,Arkansas,2
720,7,2019,Oklahoma,1
727,7,2019,Missouri,2
728,7,2019,Missouri,1
732,7,2019,Oklahoma,2
735,7,2019,Arkansas,1
741,6,2019,Oklahoma,2
746,6,2019,Oklahoma,6
765,5,2019,,1
768,5,2019,Missouri,1
772,5,2019,Arkansas,3
773,5,2019,Arkansas,4
774,5,2019,Arkansas,1
775,5,2019,Arkansas,4
783,5,2019,Missouri,2
787,5,2019,Arkansas,1
788,4,2019,Arkansas,3
794,4,2019,Arkansas,3
799,4,2019,Arkansas,4
800,4,2019,Missouri,2
808,4,2019,Missouri,3
810,3,2019,Arkansas,4
811,3,2019,Arkansas,3
812,3,2019,Arkansas,1
813,3,2019,,3
815,3,2019,Missouri,1
816,3,2019,Missouri,2
818,3,2019,Arkansas,1
823,2,2019,Arkansas,2
824,2,2019,TX,1
826,1,2019,Arkansas,1
829,8,2019,Missouri,1
838,8,2019,Oklahoma,2
840,8,2019,Oklahoma,5
841,8,2019,Oklahoma,18
842,8,2019,Oklahoma,9
843,8,2019,Arkansas,1
844,8,2019,Arkansas,1
845,8,2019,Arkansas,2
846,8,2019,Missouri,6
851,7,2019,Arkansas,2
856,7,2019,Arkansas,7
862,7,2019,Oklahoma,4
864,7,2019,Oklahoma,2
872,6,2019,Oklahoma,1
874,6,2019,Missouri,1
882,6,2019,Missouri,1
884,6,2019,Arkansas,1
885,6,2019,Missouri,4
894,5,2019,,1
899,5,2019,Arkansas,1
900,5,2019,Oklahoma,1
901,5,2019,Arkansas,2
902,5,2019,Arkansas,2
903,5,2019,Arkansas,2
904,5,2019,Oklahoma,1
905,5,2019,Arkansas,4
907,4,2019,Arkansas,1
910,8,2019,Missouri,7
914,8,2019,Arkansas,2
918,8,2019,Arkansas,8
920,8,2019,Arkansas,15
922,8,2019,Arkansas,1
934,8,2019,VA,1
935,8,2019,Missouri,7
945,7,2019,Missouri,4
994,8,2019,Arkansas,22
1003,8,2019,Missouri,2
1010,8,2019,Arkansas,5
1013,8,2019,Arkansas,7
1018,7,2019,Oklahoma,5
1020,7,2019,Missouri,1
1021,7,2019,Arkansas,1
1023,7,2019,Oklahoma,1
1025,7,2019,Missouri,1
1031,7,2019,Missouri,1
1038,6,2019,Arkansas,2
1048,6,2019,Arkansas,1
1054,5,2019,Arkansas,3
1064,5,2019,Arkansas,2
1065,5,2019,Oklahoma,1
1077,4,2019,Arkansas,5
1084,4,2019,Arkansas,1
1095,3,2019,Missouri,1
1110,2,2019,Missouri,1
1111,2,2019,Arkansas,1
1125,1,2019,Arkansas,1
1126,1,2019,Arkansas,1
1137,8,2019,Missouri,1
1141,8,2019,Missouri,5
1143,8,2019,Arkansas,15
1144,8,2019,Missouri,4
1146,8,2019,Arkansas,4
1148,8,2019,Arkansas,4
1149,8,2019,Arkansas,5
1150,8,2019,Arkansas,8
1152,8,2019,Arkansas,2
1153,8,2019,Arkansas,17
1154,8,2019,Arkansas,4
1156,8,2019,Arkansas,1
1157,8,2019,Arkansas,7
1158,7,2019,Arkansas,2
1159,7,2019,Arkansas,1
1161,7,2019,Arkansas,3
1162,7,2019,Arkansas,1
1164,7,2019,Oklahoma,1
1167,7,2019,Oklahoma,1
1172,7,2019,Oklahoma,5
1174,6,2019,Oklahoma,1
1175,6,2019,Missouri,1
1177,6,2019,,2
1182,6,2019,Arkansas,3
1190,6,2019,Oklahoma,2
1192,6,2019,,2
1193,5,2019,Arkansas,1
1195,5,2019,Oklahoma,3
1196,5,2019,Arkansas,2
1198,5,2019,,1
1199,5,2019,Arkansas,2
1202,5,2019,Arkansas,2
1203,5,2019,Missouri,1
1204,5,2019,Arkansas,1
1206,5,2019,,1
1207,5,2019,Oklahoma,2
1212,5,2019,Arkansas,2
1215,4,2019,Oklahoma,1
1219,4,2019,Arkansas,2
1223,4,2019,Arkansas,1
1227,3,2019,Oklahoma,1
1228,3,2019,Missouri,2
1230,3,2019,Arkansas,2
1232,3,2019,Arkansas,2
1233,3,2019,Arkansas,5
1236,3,2019,Arkansas,17
1237,3,2019,Missouri,1
1242,2,2019,Missouri,1
1245,2,2019,Arkansas,3
1247,1,2019,Missouri,4
1252,8,2019,KS,4
1253,7,2019,Arkansas,4
1255,7,2019,Arkansas,7
1256,7,2019,Arkansas,9
1257,7,2019,Arkansas,8
1258,7,2019,Arkansas,5
1259,7,2019,IL,1
1264,7,2019,,1
1265,7,2019,Arkansas,1
1267,7,2019,Arkansas,5
1268,7,2019,Missouri,2
1271,7,2019,,1
1272,7,2019,Arkansas,1
1276,7,2019,Arkansas,3
1278,7,2019,,1
1281,7,2019,Arkansas,2
1283,7,2019,Arkansas,2
1284,7,2019,Arkansas,2
1286,7,2019,Arkansas,1
1287,7,2019,Oklahoma,1
1291,6,2019,Arkansas,1
1292,6,2019,Oklahoma,2
1293,6,2019,Oklahoma,1
1295,6,2019,Arkansas,1
1297,6,2019,Missouri,1
1300,6,2019,Missouri,1
1301,6,2019,Oklahoma,1
1302,6,2019,Missouri,1
1304,6,2019,Oklahoma,5
1305,6,2019,Oklahoma,1
1306,6,2019,Arkansas,2
1308,6,2019,Arkansas,5
1312,5,2019,Arkansas,7
1315,5,2019,Arkansas,1
1316,5,2019,Arkansas,2
1317,5,2019,Arkansas,1
1318,5,2019,Missouri,2
1319,5,2019,Arkansas,3
1320,5,2019,Oklahoma,2
1324,5,2019,Arkansas,1
1326,5,2019,Arkansas,1
1333,5,2019,Arkansas,5
1337,4,2019,Arkansas,1
1344,4,2019,Arkansas,2
1348,4,2019,Missouri,1
1351,4,2019,Missouri,1
1353,4,2019,Arkansas,6
1354,4,2019,Missouri,6
1355,4,2019,Arkansas,2
1357,4,2019,Arkansas,1
1358,4,2019,,1
1359,4,2019,Arkansas,4
1362,3,2019,Arkansas,4
1364,3,2019,Arkansas,1
1368,3,2019,Arkansas,12
1369,3,2019,Missouri,6
1370,3,2019,Missouri,12
1371,3,2019,,11
1372,3,2019,Missouri,5
1373,3,2019,Missouri,5
1374,3,2019,Arkansas,7
1375,3,2019,Arkansas,1
1377,3,2019,Missouri,2
1379,3,2019,Missouri,12
1380,3,2019,Missouri,1
1381,3,2019,Arkansas,3
1382,3,2019,Missouri,14
1383,3,2019,,13
1384,3,2019,Arkansas,5
1385,3,2019,Arkansas,9
1391,3,2019,Arkansas,1
1394,3,2019,,8
1395,3,2019,Arkansas,12
1396,3,2019,Missouri,13
1397,3,2019,Arkansas,3
1399,3,2019,Missouri,4
1400,3,2019,Missouri,1
1401,3,2019,Arkansas,5
1404,3,2019,Arkansas,4
1408,3,2019,Arkansas,1
1410,2,2019,Missouri,6
1423,2,2019,Arkansas,1
1430,2,2019,Missouri,1
1433,2,2019,Oklahoma,1
1449,1,2019,Missouri,1
1453,8,2019,Arkansas,2
1454,8,2019,Missouri,1
1457,8,2019,Arkansas,4
1458,8,2019,Missouri,4
1459,8,2019,Arkansas,2
1460,8,2019,Missouri,1
1462,8,2019,Arkansas,17
1467,8,2019,Arkansas,1
1468,8,2019,Missouri,20
1469,8,2019,Arkansas,3
1471,8,2019,Arkansas,4
1472,7,2019,Arkansas,1
1476,7,2019,Arkansas,1
1477,7,2019,Oklahoma,7
1490,7,2019,Arkansas,3
1492,7,2019,Arkansas,1
1493,7,2019,Arkansas,15
1496,7,2019,Arkansas,7
1498,7,2019,Arkansas,1
1499,6,2019,Oklahoma,1
1500,6,2019,,1
1502,6,2019,Arkansas,1
1503,6,2019,Oklahoma,1
1504,6,2019,Missouri,13
1505,6,2019,Oklahoma,2
1506,6,2019,Oklahoma,17
1507,6,2019,Oklahoma,1
1508,6,2019,Missouri,4
1514,8,2019,Oklahoma,4
1515,8,2019,Arkansas,2
1517,8,2019,Arkansas,2
1518,8,2019,Missouri,6
1519,8,2019,Oklahoma,20
1520,8,2019,Arkansas,4
1524,7,2019,Oklahoma,5
1525,7,2019,Missouri,1
1526,3,2019,Arkansas,1
1530,8,2019,Arkansas,2
1531,8,2019,Arkansas,3
1533,8,2019,Oklahoma,1
1534,8,2019,Oklahoma,1
1535,8,2019,Oklahoma,2
1536,8,2019,Arkansas,9
1538,8,2019,Missouri,16
1539,8,2019,Oklahoma,1
1541,8,2019,Arkansas,1
1543,8,2019,Arkansas,1
1544,8,2019,Arkansas,5
1545,8,2019,Arkansas,2
1548,8,2019,Arkansas,6
1549,8,2019,Missouri,2
1551,8,2019,Arkansas,1
1552,7,2019,Oklahoma,2
1566,7,2019,Arkansas,1
1579,7,2019,Arkansas,1
1580,7,2019,Arkansas,2
1582,7,2019,,1
1592,6,2019,Oklahoma,3
1602,6,2019,,1
1603,6,2019,Arkansas,10
1608,6,2019,Oklahoma,2
1616,5,2019,,2
1618,5,2019,,2
1622,4,2019,Arkansas,3
1623,4,2019,Arkansas,1
1627,4,2019,Arkansas,1
1628,4,2019,Arkansas,2
1629,4,2019,Oklahoma,3
1632,4,2019,Missouri,2
1633,4,2019,,1
1638,4,2019,Missouri,1
1639,4,2019,,1
1644,3,2019,Missouri,2
1646,3,2019,,1
1647,3,2019,Arkansas,2
1648,3,2019,Missouri,1
1652,3,2019,Arkansas,1
1654,3,2019,Arkansas,5
1656,3,2019,Missouri,3
1667,2,2019,Arkansas,1
1669,2,2019,Arkansas,1
1672,2,2019,Arkansas,1
1673,2,2019,Arkansas,2
1675,1,2019,Oklahoma,2
1687,8,2019,Missouri,7
1688,8,2019,Missouri,1
1689,8,2019,Missouri,9
1692,8,2019,Missouri,5
1694,8,2019,Oklahoma,3
1695,8,2019,Arkansas,1
1696,8,2019,Oklahoma,4
1697,8,2019,Arkansas,1
1700,8,2019,Arkansas,4
1708,8,2019,Arkansas,2
1710,8,2019,Arkansas,12
1711,8,2019,Arkansas,1
1714,8,2019,Oklahoma,6
1716,8,2019,Missouri,2
1717,8,2019,Missouri,6
1719,5,2019,Arkansas,4
1721,3,2019,Arkansas,1
1724,1,2019,Oklahoma,2
1725,8,2019,AR,7
1741,6,2019,Arkansas,2
1743,6,2019,,1
1748,4,2019,,1
1749,8,2019,Arkansas,1
1750,8,2019,,3
1751,1,2019,Arkansas,3
1752,1,2019,AR,6
1753,8,2019,,2
1754,8,2019,Missouri,6
1755,8,2019,,1
1756,8,2019,Arkansas,2
1757,8,2019,,10
1758,8,2019,,12
1759,8,2019,,3
1760,8,2019,Arkansas,3
1761,8,2019,,9
1762,8,2019,Missouri,1
1763,8,2019,,4
1766,8,2019,,12
1767,8,2019,,3
1769,7,2019,,9
1770,7,2019,,1
1771,7,2019,Arkansas,6
1772,7,2019,,11
1773,7,2019,,1
1775,7,2019,,12
1776,7,2019,,3
1779,7,2019,,2
1780,7,2019,,9
1781,7,2019,,11
1782,7,2019,,5
1783,7,2019,,1
1786,7,2019,,2
1788,7,2019,,5
1789,7,2019,Arkansas,11
1791,7,2019,,2
1792,7,2019,Arkansas,11
1793,7,2019,,2
1794,7,2019,,1
1795,7,2019,,5
1796,7,2019,,1
1799,7,2019,,2
1801,7,2019,Missouri,2
1803,6,2019,,2
1804,6,2019,Arkansas,3
1805,6,2019,Arkansas,1
1806,4,2019,,1
1807,8,2019,Missouri,2
1825,7,2019,,5
1829,7,2019,,4
1844,8,2019,,2
1845,8,2019,Oklahoma,1
1848,8,2019,,1
1849,8,2019,,1
1850,8,2019,Arkansas,11
1851,8,2019,Arkansas,6
1853,8,2019,Arkansas,4
1855,7,2019,Arkansas,2
1860,7,2019,Arkansas,1
1863,5,2019,Arkansas,1
1868,5,2019,Arkansas,1
1870,5,2019,,1
1877,5,2019,,2
1881,4,2019,Missouri,15
1884,3,2019,,13
1887,3,2019,,2
1888,8,2019,Oklahoma,1
1930,8,2019,Oklahoma,1
1961,6,2019,Oklahoma,1
2023,6,2019,Arkansas,1
2122,8,2019,Oklahoma,1
2123,8,2019,Oklahoma,1
2124,8,2019,Oklahoma,1
2132,8,2019,Oklahoma,2
2134,8,2019,Arkansas,1
2144,8,2019,Oklahoma,1
2145,8,2019,Missouri,1
2148,8,2019,Arkansas,2
2161,8,2019,Oklahoma,3
2168,8,2019,Arkansas,2
2173,8,2019,Arkansas,3
2175,8,2019,Arkansas,7
2177,8,2019,Oklahoma,4
2182,8,2019,Missouri,1
2192,8,2019,Oklahoma,5
2194,8,2019,Oklahoma,6
2199,8,2019,Oklahoma,2
2203,8,2019,Arkansas,2
2213,8,2019,Arkansas,7
2218,8,2019,Arkansas,2
2220,8,2019,Oklahoma,2
2222,8,2019,Oklahoma,2
2224,8,2019,Select a state,2
2229,8,2019,Arkansas,4
2230,8,2019,Oklahoma,1
2231,8,2019,Oklahoma,4
2232,8,2019,Oklahoma,2
2236,8,2019,Oklahoma,4
2239,8,2019,Arkansas,3
2240,8,2019,Missouri,8
2244,8,2019,Oklahoma,3
2245,8,2019,Arkansas,1
2247,8,2019,Missouri,1
2251,8,2019,Missouri,2
2254,8,2019,Arkansas,1
2256,8,2019,Arkansas,1
2262,8,2019,Oklahoma,2
2275,8,2019,Oklahoma,4
2278,8,2019,Arkansas,3
2284,8,2019,Oklahoma,3
2292,8,2019,Oklahoma,9
2304,8,2019,Oklahoma,1
2305,8,2019,Arkansas,1
2306,8,2019,Arkansas,2
2309,8,2019,Oklahoma,5
2310,8,2019,Arkansas,2
2314,8,2019,Oklahoma,6
2315,8,2019,Oklahoma,9
2317,8,2019,Arkansas,1
2319,8,2019,Arkansas,1
2325,8,2019,Oklahoma,2
2327,8,2019,Arkansas,4
2332,8,2019,Oklahoma,1
2337,8,2019,Missouri,5
2343,8,2019,Arkansas,14
2351,8,2019,Arkansas,2
2387,8,2019,Arkansas,2
2390,8,2019,Arkansas,2
2391,8,2019,AR,2
2392,8,2019,AR,3
2393,8,2019,Arkansas,9
2394,8,2019,AR,6
2395,8,2019,AR,2
2398,8,2019,AR,3
2399,8,2019,AR,1
2400,8,2019,AR,2
2401,7,2019,AR,1
2410,1,2019,MO,1
2413,1,2019,AR,2
2415,8,2019,Oklahoma,13
2416,8,2019,AR,3
2418,8,2019,AR,4
2419,8,2019,Arkansas,1
2422,8,2019,Oklahoma,4
2425,8,2019,MO,1
2427,8,2019,Oklahoma,3
2428,8,2019,Missouri,1
2441,5,2019,Arkansas,3
2442,5,2019,Arkansas,1
2445,1,2019,Arkansas,1
2447,1,2019,AR,1
2466,8,2019,Oklahoma,1
2471,8,2019,Missouri,2
2478,8,2019,Oklahoma,4
2480,8,2019,Oklahoma,1
2481,8,2019,Oklahoma,3
2490,8,2019,Arkansas,10
2491,8,2019,Arkansas,1
2498,8,2019,Oklahoma,2
2505,8,2019,AR,3
2507,8,2019,AR,5
2510,8,2019,Arkansas,2
2511,8,2019,MO,1
2512,8,2019,Arkansas,2
2514,8,2019,AR,1
2518,7,2019,Arkansas,1
2520,7,2019,Oklahoma,1
2521,7,2019,MO,1
2522,7,2019,Oklahoma,4
2524,7,2019,MO,1
2528,7,2019,AR,2
2535,7,2019,Oklahoma,1
2537,7,2019,Missouri,3
2541,6,2019,Missouri,2
2547,6,2019,Arkansas,1
2549,6,2019,Arkansas,2
2554,5,2019,Missouri,1
2567,4,2019,Arkansas,1
2571,2,2019,Arkansas,1
2572,2,2019,MO,1
2578,2,2019,Missouri,1
2579,1,2019,,1
2587,1,2019,,1
2588,1,2019,MO,1
2589,1,2019,AR,1
2591,1,2019,Arkansas,5
2592,1,2019,Oklahoma,4
2593,1,2019,AR,1
2594,8,2019,Arkansas,5
2599,8,2019,Missouri,3
2603,8,2019,Arkansas,6
2607,8,2019,Oklahoma,4
2610,8,2019,Oklahoma,1
2621,8,2019,Oklahoma,1
2623,8,2019,Arkansas,2
2624,8,2019,Arkansas,6
2625,8,2019,Oklahoma,2
2627,8,2019,Missouri,9
2632,8,2019,Oklahoma,1
2635,8,2019,Arkansas,12
2636,8,2019,Arkansas,2
2637,8,2019,Oklahoma,1
2640,8,2019,Missouri,5
2645,8,2019,Missouri,1
2652,8,2019,MO,2
2653,8,2019,Arkansas,2
2655,8,2019,AR,1
2656,8,2019,AR,2
2658,8,2019,OK,2
2662,8,2019,MO,2
2664,7,2019,Oklahoma,2
2665,7,2019,OK,1
2668,7,2019,Oklahoma,3
2676,7,2019,OK,1
2682,7,2019,AR,1
2732,4,2019,MO,1
2733,4,2019,Missouri,2
2738,3,2019,AR,1
2741,3,2019,AR,1
2745,3,2019,Missouri,1
2760,8,2019,Arkansas,1
2761,8,2019,Oklahoma,1
2768,8,2019,Oklahoma,2
2770,8,2019,Oklahoma,1
2772,8,2019,Arkansas,1
2777,8,2019,Oklahoma,1
2778,8,2019,Oklahoma,6
2781,8,2019,Arkansas,2
2782,8,2019,Missouri,1
2784,8,2019,Oklahoma,1
2790,8,2019,Oklahoma,3
2805,9,2019,Missouri,4
2808,9,2019,Oklahoma,2
2815,9,2019,Arkansas,1
2817,9,2019,Oklahoma,2
2820,9,2019,Arkansas,2
2821,9,2019,Oklahoma,2
2826,9,2019,Oklahoma,3
2827,9,2019,Oklahoma,1
2833,9,2019,Oklahoma,2
2835,9,2019,Oklahoma,2
2837,9,2019,Missouri,2
2846,9,2019,Oklahoma,2
2852,9,2019,Arkansas,1
2861,9,2019,Arkansas,1
2865,9,2019,Oklahoma,1
2872,9,2019,Arkansas,5
2880,9,2019,Oklahoma,2
2887,9,2019,Arkansas,2
2891,9,2019,Arkansas,6
2893,9,2019,Arkansas,2
2898,9,2019,Missouri,1
2909,9,2019,Oklahoma,6
2914,9,2019,Arkansas,3
2915,9,2019,Arkansas,1
2923,9,2019,Oklahoma,2
2925,9,2019,Missouri,3
2927,9,2019,Arkansas,6
2928,9,2019,Oklahoma,4
2930,9,2019,Arkansas,8
2931,9,2019,Oklahoma,11
2932,9,2019,Oklahoma,1
2935,9,2019,Arkansas,2
2937,9,2019,Arkansas,2
2941,9,2019,Arkansas,1
2946,9,2019,Oklahoma,1
2947,9,2019,Arkansas,1
2949,9,2019,Arkansas,7
2950,9,2019,Arkansas,4
2952,9,2019,Oklahoma,1
2955,9,2019,Arkansas,2
2957,9,2019,Missouri,4
2959,9,2019,Arkansas,14
2960,9,2019,Arkansas,2
2969,9,2019,Oklahoma,1
2972,9,2019,Arkansas,1
2974,9,2019,Oklahoma,7
2982,9,2019,Arkansas,7
2984,9,2019,Oklahoma,1
2987,9,2019,Arkansas,8
2991,9,2019,Missouri,2
2994,9,2019,Oklahoma,9
3007,9,2019,Oklahoma,2
3008,9,2019,Arkansas,4
3009,9,2019,Arkansas,4
3010,9,2019,Oklahoma,4
3016,9,2019,Oklahoma,4
3017,9,2019,Arkansas,1
3022,9,2019,Arkansas,1
3024,9,2019,Oklahoma,2
3028,9,2019,Oklahoma,2
3033,9,2019,Arkansas,1
3034,9,2019,Arkansas,3
3035,9,2019,Oklahoma,1
3036,9,2019,Oklahoma,8
3045,9,2019,Oklahoma,2
3048,9,2019,Arkansas,2
3049,9,2019,Oklahoma,1
3057,9,2019,Missouri,2
3059,9,2019,Oklahoma,2
3060,9,2019,Arkansas,2
3068,9,2019,Arkansas,1
3070,9,2019,Oklahoma,2
3071,9,2019,Arkansas,2
3073,9,2019,Arkansas,1
3078,9,2019,Arkansas,1
3080,9,2019,Arkansas,1
3081,9,2019,Oklahoma,3
3083,9,2019,Oklahoma,7
3084,9,2019,Missouri,2
3089,9,2019,Arkansas,1
3091,9,2019,Arkansas,1
3093,9,2019,Oklahoma,2
3096,9,2019,Arkansas,2
3099,9,2019,Arkansas,4
3105,9,2019,Arkansas,3
3106,9,2019,Missouri,1
3110,9,2019,Arkansas,1
3112,9,2019,Missouri,3
3114,9,2019,Oklahoma,2
3115,9,2019,Oklahoma,3
3119,9,2019,Arkansas,7
3120,9,2019,Missouri,2
3121,9,2019,Oklahoma,1
3123,9,2019,Oklahoma,3
3128,9,2019,Arkansas,3
3132,9,2019,Oklahoma,1
3135,9,2019,Oklahoma,2
3138,9,2019,Arkansas,2
3141,9,2019,Oklahoma,4
3146,9,2019,Oklahoma,1
3151,9,2019,Oklahoma,6
3155,9,2019,Oklahoma,2
3160,9,2019,Oklahoma,3
3165,9,2019,Missouri,6
3170,9,2019,Arkansas,1
3174,9,2019,Arkansas,1
3181,9,2019,Oklahoma,5
3187,9,2019,Arkansas,2
3190,9,2019,Oklahoma,2
3195,9,2019,Arkansas,3
3204,9,2019,Oklahoma,3
3206,9,2019,Oklahoma,3
3225,8,2019,Missouri,2
3229,7,2019,,2
3230,7,2019,,2
3235,5,2019,Arkansas,2
3238,4,2019,,1
3239,4,2019,Arkansas,3
3242,1,2019,,1
3249,1,2019,,1
3251,1,2019,Arkansas,1
3261,9,2019,Arkansas,2
3262,9,2019,Arkansas,3
3266,9,2019,Missouri,4
3274,8,2019,Missouri,2
3278,8,2019,Arkansas,1
3281,8,2019,OK,3
3282,8,2019,Missouri,2
3284,8,2019,Oklahoma,1
3286,8,2019,Oklahoma,1
3296,7,2019,Arkansas,2
3303,7,2019,AR,1
3317,4,2019,Arkansas,1
3318,4,2019,Missouri,4
3335,4,2019,MO,1
3341,3,2019,Arkansas,1
3346,1,2019,MO,2
3354,8,2019,OK,1
3356,8,2019,MO,1
3357,7,2019,Oklahoma,1
3360,7,2019,OK,1
3364,7,2019,Oklahoma,2
3366,7,2019,MO,1
3369,7,2019,AR,1
3370,7,2019,Oklahoma,1
3373,6,2019,,1
3374,6,2019,OK,1
3375,6,2019,,1
3376,6,2019,Arkansas,1
3382,6,2019,AR,1
3383,6,2019,AR,1
3384,6,2019,OK,1
3389,6,2019,OK,1
3392,6,2019,Missouri,2
3395,6,2019,Oklahoma,10
3398,6,2019,,1
3399,5,2019,,1
3408,7,2019,Missouri,2
3416,1,2019,,1
3420,1,2019,Missouri,4
3424,1,2019,Oklahoma,2
3431,1,2019,Arkansas,1
3463,1,2019,Missouri,2
3471,1,2019,,1
3479,1,2019,,1
3503,9,2019,Arkansas,2
3504,9,2019,Arkansas,1
3507,9,2019,Arkansas,1
3508,9,2019,Missouri,4
3509,9,2019,Oklahoma,1
3513,9,2019,Oklahoma,1
3514,9,2019,Arkansas,1
3517,9,2019,Missouri,1
3522,9,2019,Arkansas,5
3526,9,2019,Missouri,4
3528,9,2019,Arkansas,1
3529,9,2019,Arkansas,3
3535,9,2019,Oklahoma,5
3540,9,2019,Arkansas,3
3541,9,2019,Arkansas,1
3543,9,2019,Arkansas,1
3545,9,2019,Oklahoma,2
3547,9,2019,Oklahoma,2
3549,9,2019,Oklahoma,1
3551,9,2019,Arkansas,1
3555,9,2019,Oklahoma,4
3556,9,2019,Missouri,2
3557,9,2019,Oklahoma,7
3558,9,2019,Arkansas,3
3560,9,2019,Missouri,2
3564,9,2019,Arkansas,1
3568,9,2019,Missouri,3
3572,9,2019,Arkansas,1
3574,9,2019,Oklahoma,1
3577,9,2019,Oklahoma,1
3578,9,2019,Missouri,4
3579,9,2019,Missouri,2
3580,9,2019,Missouri,3
3581,9,2019,Arkansas,9
3584,9,2019,Arkansas,3
3587,9,2019,Arkansas,8
3588,9,2019,Missouri,2
3649,9,2019,Oklahoma,1
3653,9,2019,Missouri,14
3654,9,2019,Oklahoma,2
3656,9,2019,Oklahoma,1
3657,9,2019,Arkansas,1
3659,9,2019,Arkansas,2
3660,9,2019,Arkansas,1
3668,9,2019,Oklahoma,2
3670,9,2019,Oklahoma,3
3678,9,2019,Oklahoma,2
3680,9,2019,Oklahoma,2
3687,9,2019,Oklahoma,1
3689,9,2019,Arkansas,1
3699,9,2019,Arkansas,3
3700,9,2019,Missouri,1
3703,9,2019,Oklahoma,3
3705,9,2019,Oklahoma,3
3708,9,2019,Oklahoma,1
3709,9,2019,Oklahoma,1
3712,9,2019,Arkansas,3
3716,9,2019,Oklahoma,4
3719,9,2019,Missouri,4
3720,9,2019,Arkansas,3
3721,9,2019,Oklahoma,2
3736,9,2019,Arkansas,4
3741,9,2019,Arkansas,2
3754,9,2019,Oklahoma,1
3761,9,2019,Arkansas,2
3767,9,2019,Oklahoma,4
3772,9,2019,Oklahoma,6
3777,9,2019,Arkansas,1
3778,9,2019,Missouri,4
3779,9,2019,Missouri,2
3780,9,2019,Missouri,1
3789,9,2019,Arkansas,4
3791,9,2019,Oklahoma,2
3792,9,2019,Arkansas,2
3797,9,2019,Arkansas,10
3804,9,2019,Oklahoma,6
3807,9,2019,Oklahoma,1
3810,9,2019,Arkansas,2
3813,9,2019,Arkansas,1
3815,9,2019,Arkansas,2
3822,9,2019,Arkansas,1
3823,9,2019,Missouri,1
3824,9,2019,Arkansas,3
3826,9,2019,Arkansas,3
3828,9,2019,Oklahoma,1
3830,9,2019,Arkansas,2
3856,9,2019,Oklahoma,2
3858,9,2019,Arkansas,1
3859,9,2019,Oklahoma,2
3862,9,2019,Arkansas,2
3866,9,2019,Oklahoma,2
3870,9,2019,Missouri,4
3874,9,2019,Oklahoma,1
3875,9,2019,Oklahoma,1
3876,9,2019,Arkansas,1
3883,9,2019,Oklahoma,3
3892,9,2019,Oklahoma,4
3894,9,2019,Oklahoma,16
3896,9,2019,Oklahoma,2
3898,9,2019,Oklahoma,1
3900,9,2019,Oklahoma,4
3902,9,2019,Arkansas,1
3905,9,2019,Oklahoma,2
3909,9,2019,Oklahoma,2
3914,9,2019,Missouri,2
3915,9,2019,Oklahoma,2
3927,9,2019,Oklahoma,15
3929,9,2019,Missouri,2
3933,9,2019,Arkansas,1
3939,9,2019,Arkansas,1
3945,9,2019,Missouri,2
3946,9,2019,Arkansas,1
3953,9,2019,Oklahoma,3
3961,9,2019,Arkansas,2
3965,9,2019,Arkansas,1
3967,9,2019,Arkansas,1
3971,9,2019,Arkansas,2
3978,9,2019,Missouri,1
3979,9,2019,Missouri,4
3980,9,2019,Oklahoma,3
3986,9,2019,Arkansas,1
3990,9,2019,Oklahoma,2
3997,9,2019,Missouri,2
3999,9,2019,Arkansas,2
4003,9,2019,Arkansas,2
