lead_source,owner,yearCreated,monthCreated,dayCreated,dayName,city,state,zip_code,electric_company,square_footage,status
10,,2019,7,30,Tuesday,,,,,,32
4,,2019,7,30,Tuesday,,,,,,46
4,,2019,7,30,Tuesday,Austin,Arkansas,72007,,2100,38
10,,2019,7,30,Tuesday,,,,,,38
10,,2019,7,30,Tuesday,,,,,,5
10,,2019,7,30,Tuesday,,,,,,5
10,,2019,7,31,Wednesday,,,,,1400,34
10,,2019,7,31,Wednesday,,,,,,32
4,,2019,7,31,Wednesday,,,,,,38
4,,2019,7,31,Wednesday,,,,,,5
4,,2019,7,31,Wednesday,,,,,,34
10,,2019,7,31,Wednesday,,,,,,63
4,9313199,2019,7,31,Wednesday,test,Arkansas,83442,,,18
4,,2019,7,31,Wednesday,,,,,,63
4,,2019,7,31,Wednesday,,,,,,46
4,,2019,7,31,Wednesday,,,,,,31
4,,2019,7,31,Wednesday,,,,,,32
4,,2019,7,31,Wednesday,Bentonville,Arkansas,72712,Carroll,2500,28
4,,2019,7,31,Wednesday,Hot Springs,Arkansas,71913,Entergy,2500,34
4,,2019,7,31,Wednesday,,,,,,46
4,,2019,7,31,Wednesday,,,,,,46
4,,2019,7,31,Wednesday,,,,,,53
4,,2019,7,31,Wednesday,,,,,,46
10,,2019,7,31,Wednesday,,,,,,5
4,,2019,8,1,Thursday,Cabot,Arkansas,72023,First Electric Coop,2900,31
10,,2019,8,1,Thursday,,,,,,53
4,,2019,8,1,Thursday,,,,,,53
4,3220110,2019,8,1,Thursday,Berryville,Arkansas,72616,Carroll,,18
4,,2019,8,1,Thursday,Bentonville,Arkansas,72712,Bentonville,2185,4
10,,2019,8,1,Thursday,,,,,,5
10,5421394,2019,8,1,Thursday,,,,,,32
4,,2019,8,1,Thursday,BELLA VISTA,Arkansas,72714,,4000,34
4,,2019,8,1,Thursday,,,,,,53
4,,2019,8,1,Thursday,malvern,Arkansas,72104,Entenergy,2800,59
4,,2019,8,1,Thursday,,,,,,5
4,,2019,8,1,Thursday,Gentry,Arkansas,,,,31
4,,2019,8,1,Thursday,,,,,,53
4,,2019,8,1,Thursday,,,,,,46
4,,2019,8,1,Thursday,,,,,,5
4,,2019,8,1,Thursday,,,,,,32
4,,2019,8,2,Friday,,,,,,32
4,,2019,8,2,Friday,,,,,,53
4,,2019,8,2,Friday,,,,,,32
10,,2019,8,2,Friday,,,,,,32
4,,2019,8,2,Friday,,,,,,32
4,,2019,8,2,Friday,,,,,,46
4,,2019,8,2,Friday,,,,,,38
4,,2019,8,2,Friday,,,,,,30
10,,2019,8,2,Friday,,,,,,32
4,,2019,8,2,Friday,,,,,,32
10,,2019,8,2,Friday,,,,,,53
4,,2019,8,2,Friday,ozark,Arkansas,72949,Arkansas Valley Electric,1536,32
4,,2019,8,2,Friday,,,,,,46
4,,2019,8,2,Friday,,,,,,5
4,,2019,8,2,Friday,,,,,,53
4,1368598,2019,8,2,Friday,Rogers,Arkansas,72756,SWEPCO,80,18
10,,2019,8,2,Friday,Springfield,Missouri,65809,City Utilities of Springfield,3339,4
4,,2019,8,2,Friday,,,,,,46
4,,2019,8,2,Friday,Prairie Grove,Arkansas,72753,Ozark Arkansas,1800,30
4,,2019,8,2,Friday,,,,,,46
4,,2019,8,2,Friday,Roge,Arkansas,72756,Carroll Electric,2000,5
4,,2019,8,2,Friday,,,,,,53
4,,2019,8,2,Friday,,,,,,32
10,,2019,8,2,Friday,Jasper,Missouri,64755,Barton County,900,59
4,,2019,8,2,Friday,,,,,,5
4,,2019,8,2,Friday,,,,,,46
10,,2019,8,3,Saturday,,,,,,34
10,,2019,8,3,Saturday,,,,,,64
4,,2019,8,3,Saturday,,,,,,53
10,,2019,8,3,Saturday,Collins,Missouri,64738,,,76
4,,2019,8,3,Saturday,,,,,,46
10,,2019,8,3,Saturday,,,,,,46
10,,2019,8,3,Saturday,,,,,,5
4,,2019,8,3,Saturday,,,,,,59
10,,2019,8,3,Saturday,,,,,,46
4,,2019,8,3,Saturday,,,,,,5
4,,2019,8,3,Saturday,,,,,,32
4,,2019,8,3,Saturday,,,,,,63
10,,2019,8,3,Saturday,,,,,,5
10,,2019,8,3,Saturday,,,,,,31
10,,2019,8,3,Saturday,,,,,,32
10,,2019,8,3,Saturday,Joplin,Missouri,64804,Empire - Libert,2400,4
10,,2019,8,3,Saturday,,,,,,30
10,,2019,8,3,Saturday,,,,,,34
10,1368598,2019,8,3,Saturday,Lebanon,Missouri,65536,Laclede Elec-MO,900,18
10,,2019,8,3,Saturday,,,,,,32
10,,2019,8,3,Saturday,,,,,,32
4,,2019,8,3,Saturday,,,,,,46
4,,2019,8,3,Saturday,,,,,,5
4,,2019,8,3,Saturday,,,,,,46
10,,2019,8,3,Saturday,,,,,,5
4,,2019,8,4,Sunday,,,,,,32
10,,2019,8,4,Sunday,Stockton,Missouri,65785,Sac Osage,2000,63
4,,2019,8,4,Sunday,,,,,,53
4,,2019,8,4,Sunday,Greenbrier,Arkansas,72058,Entergy,1700,76
10,,2019,8,4,Sunday,,,,,,32
10,,2019,8,4,Sunday,,,,,,32
4,,2019,8,4,Sunday,,,,,,53
4,,2019,8,4,Sunday,,,,,,46
10,,2019,8,4,Sunday,,,,,,53
4,,2019,8,4,Sunday,,,,,,30
4,,2019,8,4,Sunday,,,,,,32
4,,2019,8,4,Sunday,,,,,,63
4,,2019,8,4,Sunday,Fayetteville,Arkansas,72704,ozark AR,1700,59
4,,2019,8,4,Sunday,,,,,,32
4,3718110,2019,8,4,Sunday,Hot Springs,Arkansas,71913,,5400,18
4,,2019,8,4,Sunday,,,,,,32
10,,2019,8,4,Sunday,,,,,,64
4,,2019,8,4,Sunday,Bryant,Arkansas,72022,Entergy,2100,32
10,,2019,8,4,Sunday,,,,,,38
4,6441429,2019,8,4,Sunday,,,,,,21
4,,2019,8,5,Monday,,,,,,30
10,,2019,8,5,Monday,,,,,,32
4,,2019,8,5,Monday,,,,,,32
4,,2019,8,5,Monday,,,,,,5
4,,2019,8,5,Monday,,,,,,30
4,,2019,8,5,Monday,,,,,,32
4,,2019,8,5,Monday,,,,,,34
4,9873852,2019,8,5,Monday,,,,,,21
4,,2019,8,5,Monday,,,,,,34
4,,2019,8,5,Monday,,,,,,32
4,,2019,8,5,Monday,,,,,,38
1,,2019,8,5,Monday,Dover,Arkansas,72837,Entergy,3000,32
4,,2019,8,5,Monday,,,,Carroll,,32
4,,2019,8,5,Monday,Fayetteville,Arkansas,72701,Ozarks Electric Co-Op,1900,32
4,,2019,8,5,Monday,,,,,,53
4,,2019,8,6,Tuesday,,,,,,31
4,,2019,8,6,Tuesday,,,,,,5
4,,2019,8,6,Tuesday,,,,,,38
4,,2019,8,6,Tuesday,,,,,,5
4,,2019,8,6,Tuesday,,,,,,5
4,,2019,8,6,Tuesday,,,,,,32
4,,2019,8,6,Tuesday,,,,,,5
10,,2019,8,7,Wednesday,Branson,Missouri,65616,,800,63
4,,2019,8,7,Wednesday,,,,,,53
4,,2019,8,7,Wednesday,,,,,,53
4,,2019,8,7,Wednesday,Benton,Arkansas,72015,First Electric,150,58
4,,2019,8,7,Wednesday,Fayetteville,Arkansas,72703,,2015,30
10,,2019,8,7,Wednesday,,,,,,32
4,,2019,8,7,Wednesday,,,,,,53
4,,2019,8,7,Wednesday,,,,,,38
4,,2019,8,7,Wednesday,,,,,,32
4,,2019,8,7,Wednesday,,,,,,5
4,9873852,2019,8,7,Wednesday,Centerton,Arkansas,72719,SWEPCO,4000,21
4,,2019,8,7,Wednesday,Rogers,Arkansas,72756,Carroll Electric,1200,38
4,,2019,8,7,Wednesday,,,,,,30
10,,2019,8,7,Wednesday,,,,,,46
4,,2019,8,7,Wednesday,,,,,,34
4,,2019,8,8,Thursday,,,,,,46
4,,2019,8,8,Thursday,,,,,,32
4,,2019,8,8,Thursday,Chester,Arkansas,,OGE,2000,63
4,,2019,8,8,Thursday,Springdale,Arkansas,72764,Ozarks (Arkansas),1852,5
4,,2019,8,8,Thursday,,,,,,46
10,,2019,8,8,Thursday,,,,,,34
17,,2019,7,29,Monday,Anderson,Missouri,64831,New Mac,2396,30
18,,2019,7,27,Saturday,Rogers,Arkansas,72756,Carroll,4708,30
83,,2019,7,25,Thursday,Goodman,Missouri,65843,Empire-Liberty,2090,30
18,,2019,7,20,Saturday,Bella Vista,Arkansas,72714,Carroll,2000,5
18,,2019,7,14,Sunday,Siloam Springs,Arkansas,72761,Siloam Springs,1412,30
4,,2019,7,13,Saturday,Greenbriar,Arkansas,72058,Entergy,2600,30
18,,2019,7,13,Saturday,Fayetteville,Arkansas,72701,Ozarks (Arkansas),2100,30
20,,2019,7,11,Thursday,Springfield,Missouri,65809,City of Springfield,4100,5
18,,2019,7,11,Thursday,Alma,Arkansas,72921,OG&E,2490,30
16,,2019,7,10,Wednesday,Bentonville,Arkansas,72712,Bentonville,1537,63
5,,2019,7,8,Monday,Edmond,Arkansas,73012,OG&E,1867,30
18,,2019,7,7,Sunday,Malvern,Arkansas,72104,Entergy,1300,38
21,,2019,7,4,Thursday,Oklahoma City,Oklahoma,73135,OG&E,1468,30
18,,2019,7,3,Wednesday,Prairie Grove,Arkansas,72753,SWEPCO,5000,30
22,,2019,6,25,Tuesday,Grove,Oklahoma,74344,Other,4700,30
21,5802076,2019,6,23,Sunday,Norman,Oklahoma,73026,Other,980,21
18,,2019,6,22,Saturday,,,72032,,0,31
18,,2019,6,21,Friday,Horseshoe Bend,Arkansas,72512,Other,2176,32
10,,2019,6,19,Wednesday,Noel,Missouri,64854,Empire-Liberty,3000,28
10,,2019,6,18,Tuesday,,,65803,,0,30
15,,2019,6,18,Tuesday,Bates City,Missouri,64011,West Central Electric,2395,4
20,,2019,6,16,Sunday,Pineville,Arkansas,64854,New Mac,2600,5
18,,2019,6,16,Sunday,Benton,Arkansas,72019,First Electric Coop,4000,59
18,,2019,6,9,Sunday,Conway,Arkansas,72032,,1600,30
18,,2019,6,5,Wednesday,Farmington,Arkansas,72730,Ozarks (Arkansas),2000,32
23,,2019,5,22,Wednesday,Huntsville,Arkansas,72740,Carroll,0,30
23,,2019,5,17,Friday,Cabot,Arkansas,72023,First Electric,2868,30
21,,2019,5,5,Sunday,,,73020,,0,30
17,,2019,1,4,Friday,Eureka Springs,Arkansas,72632,Carroll,0,31
4,,2019,8,8,Thursday,,,,,,53
10,,2019,8,8,Thursday,,,,,,32
4,,2019,8,8,Thursday,,,,,,32
4,,2019,8,8,Thursday,,,,,,30
10,,2019,8,8,Thursday,,,,,,34
4,,2019,8,8,Thursday,,,,,,63
4,,2019,8,9,Friday,,,,,,46
4,,2019,8,9,Friday,,,,,,32
4,,2019,8,9,Friday,,,,,,46
4,,2019,8,9,Friday,,,,,,32
4,,2019,8,9,Friday,,,,,,59
4,,2019,8,9,Friday,,,,,,32
4,,2019,8,9,Friday,,,,,,32
4,,2019,8,9,Friday,,,,,,34
4,,2019,8,9,Friday,,,,,,38
4,,2019,8,9,Friday,,,,,,53
4,,2019,8,9,Friday,,,,,,32
4,,2019,8,10,Saturday,,,,,,5
4,,2019,8,10,Saturday,,,,,,53
4,,2019,8,10,Saturday,Little Rock,Arkansas,72212,,,38
4,,2019,8,10,Saturday,,,,,,46
4,,2019,8,10,Saturday,,,,,,38
4,,2019,8,10,Saturday,Pea Ridge,Arkansas,72751,SWEPCO,1510,46
4,,2019,8,10,Saturday,Bentonville,Arkansas,72712,Bentonville,1600,54
4,,2019,8,10,Saturday,,,,,,53
4,,2019,8,10,Saturday,,,,,,46
4,,2019,8,10,Saturday,,,,,,53
4,,2019,8,10,Saturday,,,,,,5
4,,2019,8,10,Saturday,,,,,,5
4,,2019,8,11,Sunday,,,,,,30
4,,2019,8,11,Sunday,,,,,,32
4,,2019,8,11,Sunday,Pea Ridge,Arkansas,72751,Carroll,1200,5
4,,2019,8,11,Sunday,,,,,,54
4,,2019,8,11,Sunday,,,,,,53
4,,2019,8,11,Sunday,,,,,,28
4,3718110,2019,8,11,Sunday,Benton,Arkansas,72019,First Electric,2900,18
4,,2019,8,11,Sunday,,,,Entergy,2800,5
4,,2019,8,11,Sunday,FAYETTEVILLE,Arkansas,72704,Ozarks (AR),1426,32
4,,2019,8,11,Sunday,,,,,,5
4,,2019,8,11,Sunday,,,,,,46
4,,2019,8,11,Sunday,,,,,,53
15,,2019,8,12,Monday,,,,,,46
4,,2019,8,12,Monday,Centerton,Arkansas," 7271",Carroll,1400,5
4,,2019,8,12,Monday,Cave Springs,Arkansas,72718,Carroll,3275,30
4,8286996,2019,8,12,Monday,Sparkman,Arkansas,71763,Entergy,1762,18
4,,2019,8,12,Monday,,,,,,5
4,,2019,8,12,Monday,,,,,,5
4,,2019,8,12,Monday,,,,,,34
4,,2019,8,12,Monday,,,,,,53
4,,2019,8,12,Monday,,,,,,32
4,,2019,8,12,Monday,,,,,,38
4,,2019,8,13,Tuesday,Little Rock,Arkansas,72116,Other,1686,30
4,,2019,8,13,Tuesday,,,,Arkansas Valley Electric,1500,4
4,,2019,8,13,Tuesday,,,,,,53
4,,2019,8,13,Tuesday,,,,,,34
10,,2019,8,13,Tuesday,Billings,Missouri,65610,Empire-Liberty,2100,32
10,,2019,8,14,Wednesday,,,,,,59
4,,2019,8,14,Wednesday,,,,,,34
4,,2019,8,14,Wednesday,,,,,,46
4,,2019,8,14,Wednesday,,,,,,32
4,,2019,8,14,Wednesday,,,,,,64
4,,2019,8,14,Wednesday,,,,,,38
4,,2019,8,14,Wednesday,,,,,,46
10,,2019,8,14,Wednesday,,,,,,32
4,,2019,8,14,Wednesday,,,,,,46
4,,2019,8,14,Wednesday,Hot Springs,Arkansas,71913,Entergy,1500,5
10,,2019,8,14,Wednesday,,,,,,5
10,,2019,8,14,Wednesday,Collins,M,,,,34
4,,2019,8,14,Wednesday,,,,,,5
4,,2019,8,14,Wednesday,,,,,,32
10,,2019,8,14,Wednesday,,,,,,53
10,9593081,2019,8,14,Wednesday,,,,,,21
10,,2019,8,14,Wednesday,,,,,,30
4,,2019,8,14,Wednesday,,,,,,5
4,,2019,8,15,Thursday,,,,,,32
4,,2019,8,15,Thursday,,,,,,53
10,,2019,8,15,Thursday,,,,,,46
15,,2019,8,13,Tuesday,,,,," ",31
5,,2019,8,10,Saturday,Sulpher Springs,Arkansas,72768,Empire-Liberty,1300,63
15,,2019,8,7,Wednesday,Bella VIsta,Arkansas,72714,Carroll,2500,30
15,,2019,8,6,Tuesday,Fayetteville,Arkansas,,SWEPCO," ",32
39,,2019,8,1,Thursday,Greenwood,Arkansas,72936,Arkansas Valley Electric,1800,5
15,,2019,7,31,Wednesday,Lone Jack,Missouri,64070,KCP&L - Greater Missouri,4000,5
30,5590997,2019,7,30,Tuesday,Tuskahoma,Oklahoma,74574,Other Electric Company,1800,18
15,,2019,7,29,Monday,,,,," ",32
18,,2019,7,28,Sunday,Fayetteville,Arkansas,72704,Ozarks (Arkansas),2200,4
22,,2019,7,27,Saturday,Skiatook,Oklahoma,74070,,900,5
38,,2019,7,26,Friday,,,72956,," ",34
20,,2019,7,26,Friday,Clever,Missouri,65631,Ozark (Missouri),1100,34
20,,2019,7,25,Thursday,Hollister,Missouri,65672,Empire-Liberty," ",38
4,6282347,2019,7,24,Wednesday,,,64867,," ",21
10,6942993,2019,7,17,Wednesday,Forsyth,Missouri,65653,Empire-Liberty,2929,18
20,,2019,7,12,Friday,Springfield,Missouri,65807,City of Springfield,1400,30
4,,2019,7,12,Friday,Greenbrier,Arkansas,72058,Entergy,1800,46
18,,2019,7,11,Thursday,Bentonville,Arkansas,72712,Bentonville,1700,30
15,3220110,2019,7,11,Thursday,Jay,Oklahoma,74346,Public Services Company of Oklahoma,1500,18
24,,2019,7,10,Wednesday,,Arkansas,72687,Entergy," ",34
24,,2019,7,5,Friday,Benton,Arkansas,72019,First Electric Coop,2200,28
18,,2019,7,5,Friday,Benton,Arkansas,72019,First Electric Coop,1650,32
18,,2019,7,4,Thursday,Cabot,Arkansas,72023,Entergy," ",5
21,,2019,7,4,Thursday,Oklahoma City,Oklahoma,73170,OG&E," ",30
21,,2019,7,4,Thursday,Oklahoma City,Oklahoma,73149,OG&E," ",32
21,,2019,7,2,Tuesday,Yukon,Oklahoma,73099,OG&E,950,5
18,,2019,7,1,Monday,Jerico Springs,Missouri,64756,Sac Osage,950,32
23,,2019,6,30,Sunday,Choctaw,Oklahoma,73020,OGE," ",30
21,,2019,6,29,Saturday,Oklahoma City,Oklahoma,73135,OG&E," ",46
21,,2019,6,29,Saturday,,,73071,," ",4
18,3501672,2019,6,28,Friday,Wesley,Arkansas,72773,Ozarks (Arkansas),1100,21
22,,2019,6,28,Friday,Oklahoma City,Oklahoma,73165,OG&E,1250,30
21,,2019,6,28,Friday,Indianola,Oklahoma,74442,Other,900,4
21,,2019,6,26,Wednesday,Tuttle,Oklahoma,73089,,1110,34
33,,2019,6,24,Monday,Schell City,Missouri,64783,Sac Osage," ",63
30,,2019,6,21,Friday,Hackett,Arkansas,72937,SWEPCO," ",35
18,,2019,6,20,Thursday,Hot springs,Arkansas,71909,Entergy," ",30
20,,2019,6,20,Thursday,Ava,Missouri,6569078,," ",5
21,,2019,6,19,Wednesday,Choctaw,Oklahoma,73020,OG&E,1500,5
10,,2019,6,19,Wednesday,,,66536,," ",30
30,,2019,6,18,Tuesday,Mena,Arkansas,71953,,2300,5
18,,2019,6,11,Tuesday,Conway,Arkansas,72034,Entergy,1700,5
18,,2019,6,8,Saturday,,,64836,," ",34
23,,2019,6,8,Saturday,,,,," ",53
21,,2019,6,7,Friday,Moore,Oklahoma,73160,," ",5
6,,2019,6,4,Tuesday,Springfield,Missouri,65802,City of Springfield,1500,30
23,,2019,6,4,Tuesday,,,,," ",53
21,,2019,6,3,Monday,Oklahoma City,Oklahoma,73119,OG&E," ",53
18,,2019,6,2,Sunday,North Little ROck,Arkansas,72116,,4500,5
23,,2019,6,1,Saturday,Benton,Arkansas,72015,," ",59
23,,2019,6,1,Saturday,Garfield,Arkansas,72732,Carroll,2200,53
20,,2019,5,30,Thursday,,,65608,," ",53
18,,2019,5,29,Wednesday,Anderson,Missouri,,New Mac,1000,34
18,,2019,5,26,Sunday,Siloam springs,Arkansas,72761,," ",46
18,,2019,5,26,Sunday,Joplin,Missouri,64841,Empire-Liberty,1100,59
18,,2019,5,25,Saturday,Green Forest,Arkansas,72638,Carroll,1100,53
23,,2019,5,22,Wednesday,Malvern,Arkansas,72104,Entergy," ",53
21,,2019,5,21,Tuesday,Oklahoma CIty,Oklahoma,73118,OG&E,2000,31
23,,2019,5,21,Tuesday,Viloni,Arkansas,72713,Entergy,2400,32
40,,2019,5,19,Sunday,Springdale,Arkansas,72762,Ozarks Arkansas,2100,32
18,,2019,5,16,Thursday,COnway,Arkansas,72034,Entergy,1300,46
33,,2019,5,15,Wednesday,Berryville,Arkansas,72616,Carroll,1300,32
5,,2019,5,14,Tuesday,Guthrie,Oklahoma,73044,," ",46
21,,2019,5,13,Monday,Oklahoma City,Oklahoma,73150,OG&E,1800,4
18,,2019,5,9,Thursday,,,72704,," ",53
18,,2019,5,8,Wednesday,Jacksonville,Arkansas,72076,Entergy," ",4
21,,2019,5,7,Tuesday,Newalla,Oklahoma,74857,," ",5
18,,2019,5,7,Tuesday,Centerton,Arkansas,72719,,2800,32
23,,2019,5,6,Monday,Alexander,Arkansas,72002,," ",5
20,,2019,5,5,Sunday,Springfield,Missouri,65810,,3200,63
21,,2019,5,5,Sunday,Moore,Oklahoma,73160,,2100,32
23,,2019,5,3,Friday,Austin,Arkansas,72007,First Electric Coop,1500,5
23,,2019,5,2,Thursday,Southwest City,Missouri,64863,Empire-Liberty," ",34
15,,2019,5,1,Wednesday,Booneville,Arkansas,72927,Arkansas Valley Electric,1650,32
23,,2019,4,29,Monday,Little Rock,Arkansas,72206,Entergy,1890,30
23,,2019,4,29,Monday,Bonnerdale,Arkansas,71933,Entergy," ",31
21,,2019,4,28,Sunday,,,73160,," ",46
18,,2019,4,27,Saturday,,,72714,," ",30
23,,2019,4,27,Saturday,Bentonville,Arkansas,72712,Bentonville,1500,30
18,,2019,4,26,Friday,Fayetteville,Arkansas,72703,SWEPCO,3000,5
23,,2019,4,25,Thursday,elizabeth,Arkansas,72531,Other,2304,59
27,,2019,4,25,Thursday,El Dorado,Arkansas,71730,Entergy," ",31
23,,2019,4,25,Thursday,Malvern,Arkansas,72104,Entergy,1472,5
23,,2019,4,25,Thursday,North Little Rock,Arkansas,72116,," ",4
18,,2019,4,24,Wednesday,,,72949,," ",53
23,,2019,4,24,Wednesday,Jessieville,Arkansas,71949,Entergy,1500,46
23,,2019,4,24,Wednesday,Buffalo,Missouri,65622,Empire-Liberty,1400,32
23,,2019,4,21,Sunday,Bella Vista,Arkansas,72714,Carroll,1450,38
23,,2019,4,19,Friday,Forsyth,Missouri,65653,White River,1400,38
30,,2019,4,16,Tuesday,,Arkansas,,," ",4
23,,2019,4,16,Tuesday,Springdale,Arkansas,72764,Carroll,2258,64
15,,2019,4,15,Monday,St Robert,Missouri,65584,,1600,31
83,,2019,4,10,Wednesday,Sparta,Missouri,65753,,3000,30
23,,2019,4,10,Wednesday,,,,," ",32
23,,2019,4,9,Tuesday,Carthage,Missouri,64836,Empire-Liberty,580,63
23,,2019,4,7,Sunday,Lowell,Arkansas,72745,," ",30
24,,2019,3,28,Thursday,Fayetteville,Arkansas,72701,SWEPCO,4000,39
23,,2019,3,23,Saturday,Eureka Springs,Arkansas,72632,SWEPCO," ",63
35,6732050,2019,3,21,Thursday,Springdale,Arkansas,72764,Ozarks Arkansas,1650,21
23,,2019,3,18,Monday,,,64772,," ",34
23,,2019,3,17,Sunday,Bentonville,Arkansas,72712,Bentonville,975,4
24,,2019,3,16,Saturday,Westphalia,Missouri,65085,,1700,53
83,,2019,3,15,Friday,Cassville,Missouri,65625,Barry Electric," ",32
23,,2019,3,11,Monday,Bentonville,Arkansas,72712,Bentonville," ",38
15,,2019,3,9,Saturday,Bentonville,Arkansas,72712,Bentonville,2020,4
23,,2019,3,6,Wednesday,Lee's Summit,Missouri,64063,KCP&L - Greater Missouri,1800,4
23,,2019,3,6,Wednesday,Siloam Springs,Arkansas,72761,," ",4
23,,2019,3,3,Sunday,Van Buren,Arkansas,72956,AVE,2135,5
29,,2019,3,1,Friday,Anderson,Missouri,64831,Empire-Liberty,1350,4
23,,2019,2,21,Thursday,Benton,Arkansas,72019,," ",32
27,,2019,2,21,Thursday,Rogers,TX,,," ",31
28,,2019,1,17,Thursday,,,72959,," ",34
31,,2019,1,14,Monday,Fayetteville,Arkansas,72701,,1500,46
4,,2019,8,15,Thursday,,,,,,32
12,,2019,8,15,Thursday,,,,,,5
10,,2019,8,15,Thursday,Branson,Missouri,65616,Empire Liberty,1900,46
4,,2019,8,15,Thursday,,,,,,32
4,,2019,8,16,Friday,,,,,,53
10,,2019,8,16,Friday,,,,,,5
4,,2019,8,16,Friday,,,,,,59
10,,2019,8,16,Friday,,,,,,32
5,,2019,8,15,Thursday,Fayetteville,Arkansas,72704,Ozarks Arkansas,1600,63
22,,2019,8,12,Monday,Sand Springs,Oklahoma,74063,,1700,5
44,,2019,8,11,Sunday,Jenks,Oklahoma,74037,,1300,63
44,,2019,8,9,Friday,Broken Arrow,Oklahoma,74011,,1200,38
22,,2019,8,7,Wednesday,Oklahoma City,Oklahoma,73159,OG&E,1200,30
44,,2019,8,6,Tuesday,Broken Arrow,Oklahoma,74011,,1200,32
44,,2019,8,4,Sunday,Tulsa,Oklahoma,74105,Public Services Company of Oklahoma,3200,32
44,,2019,8,3,Saturday,Oklahoma City,Oklahoma,73150,OG&E,1700,5
37,,2019,8,1,Thursday,Springdale,Arkansas,72764,SWEPCO,1500,30
18,,2019,8,1,Thursday,Bentonville,Arkansas,72712,Carroll,2000,5
25,,2019,8,1,Thursday,Springdale,Arkansas,72762,Southwest Electric,2200,64
83,,2019,8,1,Thursday,Anderson,Missouri,,New Mac,1200,30
18,,2019,7,31,Wednesday,Traskwood,Arkansas,72167,Entergy,1200,30
15,,2019,7,29,Monday,Claremore,Oklahoma,74017,," ",30
37,,2019,7,28,Sunday,West Fork,Arkansas,72774,Ozarks (Arkansas)," ",30
18,,2019,7,28,Sunday,Sherwood,Arkansas,72120,First Electric Coop,1200,30
18,,2019,7,28,Sunday,Rogers,Arkansas,72756,SWEPCO,1000,55
44,,2019,7,26,Friday,Tulsa,Oklahoma,74112,OG&E,1000,38
44,,2019,7,25,Thursday,Tulsa,Oklahoma,74153,,1000,30
18,,2019,7,25,Thursday,Austin,Arkansas,72007,," ",38
22,,2019,7,21,Sunday,Oklahoma City,Oklahoma,73162,OG&E,2000,54
24,,2019,7,20,Saturday,,Arkansas,,," ",32
10,,2019,7,16,Tuesday,,,64134,," ",5
46,,2019,7,15,Monday,Springfield,Missouri,,Empire-Liberty,2000,30
10,,2019,7,14,Sunday,Merriam Woods Ave,Missouri,65740,White River,1500,30
22,,2019,7,9,Tuesday,Luther,Oklahoma,73054,,1500,38
18,,2019,7,9,Tuesday,Benton,Arkansas,72015,,1200,30
22,1206784,2019,7,6,Saturday,Oklahoma City,Oklahoma,73173,OGE,1550,21
29,,2019,7,6,Saturday,Oklahoma City,Oklahoma,73159,OG&E,1500,32
22,,2019,7,6,Saturday,Oklahoma City,Oklahoma,73118,OG&E,1700,53
35,,2019,7,2,Tuesday,,IL,,," ",30
15,,2019,7,1,Monday,Oklahoma City,Oklahoma,,OG&E,1700,38
20,,2019,7,1,Monday,,,65802,," ",38
5,,2019,7,1,Monday,Springfield,,65802,,2300,30
36,,2019,7,1,Monday,Fair Grove,Missouri,65648,Southwest Electric,1000,30
5,,2019,7,1,Monday,Rison,Arkansas,71665,,2400,31
18,,2019,6,30,Sunday,Eureka Springs,Arkansas,72632,SWEPCO,1400,38
37,,2019,6,28,Friday,Moore,Oklahoma,73160,,1600,30
44,,2019,6,28,Friday,Edmund,Oklahoma,73012,OG&E,1700,30
20,6963874,2019,6,28,Friday,Pleasant Hope,Missouri,65725,Southwest Electric,1750,18
18,,2019,6,25,Tuesday,Joplin,Missouri,64801,Empire-Liberty,1800,38
37,,2019,6,25,Tuesday,Hot Springs,Arkansas,71913,Entergy,3600,31
37,,2019,6,24,Monday,Lincoln,Arkansas,72744,,3300,28
29,,2019,6,23,Sunday,Cabot,Arkansas,72023,First Electric Coop,1600,30
5,,2019,6,22,Saturday,Bella Vista,Arkansas,72714,Carroll,1700,30
15,,2019,6,21,Friday,Farmington,Arkansas,72730,Ozarks (Arkansas),2000,35
37,,2019,6,20,Thursday,Sherwood,Arkansas,72120,Entergy,1500,30
45,,2019,6,19,Wednesday,Verona,Missouri,65769,Empire-Liberty,1650,30
15,,2019,6,18,Tuesday,Edmund,Oklahoma,73013,,1800,30
37,,2019,6,17,Monday,Omaha,Arkansas,72662,Entergy,1956,30
47,,2019,6,17,Monday,Buffalo,Missouri,65622,Empire-Liberty,1800,32
4,,2019,6,16,Sunday,Bentonville,Arkansas,72713,Bentonville,2360,30
10,,2019,6,15,Saturday,Billings,Missouri,32962,Ozark (Missouri),1800,30
15,,2019,6,11,Tuesday,,,,," ",30
5,,2019,6,9,Sunday,Farmington,Arkansas,72730,Ozarks (Arkansas),2000,30
23,5421394,2019,6,5,Wednesday,,,,," ",23
18,,2019,6,4,Tuesday,,,72714,," ",30
21,,2019,6,1,Saturday,Norman,Oklahoma,73026,,3000,30
15,,2019,6,1,Saturday,Bentonville,Arkansas,72712,Bentonville,2000,30
15,,2019,5,29,Wednesday,,,,," ",32
15,,2019,5,29,Wednesday,,,,Carroll,1700,30
20,,2019,5,28,Tuesday,Halfway,Missouri,65663,," ",30
18,,2019,5,27,Monday,Cabot,Arkansas,72023,," ",31
