lead_source,owner,yearCreated,monthCreated,dayCreated,dayName,city,state,zip_code,electric_company,square_footage,status
30,,2019,12,9,Monday,,,,,,5
22,,2019,12,9,Monday,,,,,,5
37,,2019,12,9,Monday,,,,,,32
18,,2019,12,9,Monday,,,,,,53
129,,2019,12,9,Monday,"Magazine ",Arkansas,72943,Arkansas Valley Electric,160,30
129,,2019,12,9,Monday,Fayetteville,Arkansas,72704,,,63
44,,2019,12,9,Monday,,,,,,30
82,,2019,12,9,Monday,,,,,,5
22,,2019,12,9,Monday,,,,,,32
82,,2019,12,9,Monday,,,,,,28
59,,2019,12,9,Monday,,,,,,32
82,,2019,12,9,Monday,Lavaca,Arkansas,72941,OGE,2300,32
18,,2019,12,9,Monday,,,,,,32
61,,2019,12,9,Monday,,,,,,53
18,,2019,12,9,Monday,Fayetteville,Arkansas,72703,Ozarks Arkansas,390,64
18,,2019,12,9,Monday,,,,,,32
22,8303669,2019,12,9,Monday,,,,,,21
129,,2019,12,9,Monday,Hartman,Arkansas,72840,OGE,,30
129,,2019,12,9,Monday,,,,,,30
129,,2019,12,9,Monday,,,,,,64
129,,2019,12,9,Monday,Wister,Oklahoma,7496,Public Services Company of Oklahoma,1200,30
129,,2019,12,9,Monday,,,,,,64
129,,2019,12,9,Monday,hartford,Arkansas,72938,Arkansas Valley Electric,120,63
129,,2019,12,9,Monday,,,,,,34
120,,2019,12,9,Monday,Glenpool,Oklahoma,74033,OGE,1900,30
22,,2019,12,9,Monday,,,,,,32
18,,2019,12,9,Monday,"Prairie Grove ",Arkansas,,Ozarks Arkansas,2750,63
35,,2019,12,9,Monday,,,,,,53
15,,2019,12,9,Monday,,,,,,63
22,,2019,12,9,Monday,,,,,,32
22,,2019,12,9,Monday,,,,,,32
22,,2019,12,9,Monday,,,,,,53
22,,2019,12,9,Monday,,,,,,46
18,,2019,12,9,Monday,,,,,,53
37,,2019,12,9,Monday,,,,,,46
22,,2019,12,9,Monday,ada,Oklahoma,,,,46
22,,2019,12,10,Tuesday,Bluejacket,Oklahoma,74333,Empire-Liberty,1500,32
18,,2019,12,10,Tuesday,,,,OGE,,5
22,,2019,12,10,Tuesday,,,,,,46
5,,2019,12,10,Tuesday,,,,,,53
18,,2019,12,10,Tuesday,,,,,,32
18,3520220,2019,12,10,Tuesday,Jacksonvill,Arkansas,72076,First Electric Coop,2900,18
44,,2019,12,10,Tuesday,COLLINSVILLE,Oklahoma,74021,,,63
18,,2019,12,10,Tuesday,,,,,,63
18,,2019,12,10,Tuesday,,,,,,5
129,,2019,12,10,Tuesday,Mansfield,Arkansas,72944,,,59
6,,2019,12,10,Tuesday,,,,,,34
63,,2019,12,10,Tuesday,,,,,,38
129,,2019,12,10,Tuesday,,,,,,32
129,,2019,12,10,Tuesday,Clarksville,Arkansas,72830,Other,1800,63
15,,2019,12,10,Tuesday,,,,,,31
15,,2019,12,10,Tuesday,,,,,,32
15,,2019,12,10,Tuesday,,,,,,53
15,,2019,12,10,Tuesday,,,,,,30
15,,2019,12,10,Tuesday,,,,,,32
15,,2019,12,10,Tuesday,,,,,,34
15,,2019,12,10,Tuesday,,,,,,30
22,,2019,12,10,Tuesday,,,,,,64
15,,2019,12,10,Tuesday,"Reeds Spring ",Missouri,,White River,6400,63
82,,2019,12,10,Tuesday,,,,,,64
22,,2019,12,10,Tuesday,,,,,,63
58,,2019,12,10,Tuesday,,,,,,64
18,,2019,12,10,Tuesday,Lawto,Oklahoma,73507,Cotton Electric Cooperative,2100,30
5,,2019,12,10,Tuesday,,,,,,34
5,,2019,12,10,Tuesday,,,,,,5
82,,2019,12,10,Tuesday,,,,,,53
22,,2019,12,10,Tuesday,Clare,Oklahoma,7,Other,2000,63
12,,2019,12,10,Tuesday,,,,,,32
15,,2019,12,10,Tuesday,Pottsville,Arkansas,72858,Entergy,3069,63
15,,2019,12,10,Tuesday,Greenbrier,Arkansas,7205,,,46
15,,2019,12,10,Tuesday,Conway,Arkansas,72032,Other,342,32
15,,2019,12,10,Tuesday,Romance,Arkansas,7213,,2500,46
129,,2019,12,10,Tuesday,,,,,,30
18,,2019,12,10,Tuesday,,,,,,32
22,,2019,12,10,Tuesday,,,,,,64
22,,2019,12,10,Tuesday,,,,,,5
37,,2019,12,10,Tuesday,,,,,,30
129,,2019,12,10,Tuesday,Wesley,Arkansas,,Ozarks Arkansas,125,4
129,,2019,12,10,Tuesday,,,,,,64
15,,2019,12,10,Tuesday,Carthage,Missouri,64836,Empire-Liberty,1500,59
22,,2019,12,10,Tuesday,,,,,,5
59,,2019,12,10,Tuesday,Ripley,Oklahoma,,OGE,3300,34
22,6897035,2019,12,10,Tuesday,Stroud,Oklahoma,74079,Other,1400,18
129,,2019,12,10,Tuesday,Pea Ridge,Arkansas,72751,Carroll,2000,32
82,,2019,12,10,Tuesday,,,,,,64
5,,2019,12,10,Tuesday,okc,Oklahoma,73170,OGE,,63
30,,2019,12,10,Tuesday,,,,,,32
61,,2019,12,10,Tuesday,,,,,,46
105,,2019,12,10,Tuesday,midwest city,Oklahoma,,OGE,2100,39
22,,2019,12,10,Tuesday,,,,,,53
82,,2019,12,10,Tuesday,,,,,,64
18,,2019,12,10,Tuesday,Hot Springs,,,,,38
22,,2019,12,10,Tuesday,,,,,,32
122,,2019,12,10,Tuesday,Cabot,Arkansas,72023,,,5
58,,2019,12,10,Tuesday,,,,,,5
18,,2019,12,10,Tuesday,,,,,,32
5,,2019,12,10,Tuesday,,,,,,5
5,6897035,2019,12,10,Tuesday,Lowell,Arkansas,72745,Carroll,145,5
22,,2019,12,10,Tuesday,,,,,,53
47,,2019,12,10,Tuesday,,,,,,53
129,,2019,12,10,Tuesday,,,,,,38
129,,2019,12,10,Tuesday,"Roland ",Oklahoma,,OG&E,1250,32
22,,2019,12,10,Tuesday,mounds,Oklahoma,,Other,3000,63
22,,2019,12,10,Tuesday,,,,,,32
32,,2019,12,10,Tuesday,,,,,,64
44,,2019,12,10,Tuesday,,,,,,30
129,,2019,12,10,Tuesday,Alma,Arkansas,72921,Arkansas Valley Electric,,59
16,,2019,12,10,Tuesday,,,,,,36
6,5405755,2019,12,10,Tuesday,"Viola ",Arkansas,72583,Other,150,18
16,4646811,2019,12,10,Tuesday,Little Rock,Oklahoma,72206,Entergy,1650,18
18,,2019,12,10,Tuesday,,,,,,5
22,,2019,12,10,Tuesday,Claremore,Oklahoma,74717,Other,2700,28
22,,2019,12,10,Tuesday,porter,Oklahoma,74454,Other,,5
22,,2019,12,10,Tuesday,,,,,,53
18,,2019,12,10,Tuesday,hot Sprin,Arkansas,7190,,,5
15,,2019,12,10,Tuesday,,,,,,31
18,,2019,12,10,Tuesday,,,,,,5
15,,2019,12,10,Tuesday,,,,,,32
22,,2019,12,10,Tuesday,,,,,,32
38,,2019,12,10,Tuesday,,,,,,32
18,,2019,12,10,Tuesday,CABOT,Arkansas,72023,First Electric Coop,3100,4
22,,2019,12,10,Tuesday,,,,,,53
22,,2019,12,11,Wednesday,Choctaw,Oklahoma,73020,OGE,1450,30
22,,2019,12,11,Wednesday,Walters,Oklahoma,73572,,,32
37,,2019,12,11,Wednesday,,,,,,46
18,,2019,12,11,Wednesday,,,,,,31
22,,2019,12,11,Wednesday,,,,,,64
18,,2019,12,11,Wednesday,,,,,,34
22,,2019,12,11,Wednesday,,,,,,32
6,,2019,12,11,Wednesday,Huntsville,Arkansas,72740,Carroll,3200,5
22,,2019,12,11,Wednesday,,,,,,5
12,,2019,12,11,Wednesday,,,,,,5
18,,2019,12,11,Wednesday,,,,,,31
18,,2019,12,11,Wednesday,,,,,,32
22,,2019,12,11,Wednesday,,,,,,53
37,,2019,12,11,Wednesday,,,,,,5
82,,2019,12,11,Wednesday,,,,,,64
44,,2019,12,11,Wednesday,Claremore,Oklahoma,74019,,1000,5
83,,2019,12,11,Wednesday,,,,,,32
59,,2019,12,11,Wednesday,,,,,,32
18,,2019,12,11,Wednesday,,,,,,32
72,,2019,12,11,Wednesday,,,,,,30
63,,2019,12,11,Wednesday,,,,,,64
82,2726139,2019,12,11,Wednesday,,,,,,18
58,,2019,12,11,Wednesday,,,,Other,,46
122,,2019,12,11,Wednesday,JONESBORO,Arkansas,72404,Other,2100,5
22,,2019,12,11,Wednesday,Shawnee,Oklahoma,74801,OGE,1700,32
82,,2019,12,11,Wednesday,,,,,,5
22,,2019,12,11,Wednesday,,,,,,5
18,,2019,12,11,Wednesday,,,,,,5
47,,2019,12,11,Wednesday,,,,,,30
6,,2019,12,11,Wednesday,Muldrow,Oklahoma,74948,,,63
22,,2019,12,11,Wednesday,,,,,,35
129,,2019,12,11,Wednesday,,,,,,30
129,,2019,12,11,Wednesday,,,,,,34
129,,2019,12,11,Wednesday,,,,,,32
129,,2019,12,11,Wednesday,Hackett,Arkansas,72937,Arkansas Valley Electric,,32
6,,2019,12,11,Wednesday,,,,,,53
129,,2019,12,11,Wednesday,"Prarrie Grove ",Arkansas,,SWEPCO,1100,59
38,,2019,12,11,Wednesday,,,,,,5
22,,2019,12,11,Wednesday,Oklahoma City,Oklahoma,7317,OGE,2800,63
15,,2019,12,11,Wednesday,,,,,,64
18,,2019,12,11,Wednesday,,,,,,5
129,,2019,12,11,Wednesday,,,,,,46
37,,2019,12,11,Wednesday,Bristow,Oklahoma,7401,Other,1800,30
82,,2019,12,11,Wednesday,springfield,Arkansas,,,,63
37,,2019,12,11,Wednesday,,,,,,38
37,,2019,12,11,Wednesday,,,,,,34
22,,2019,12,11,Wednesday,,,,,,5
30,,2019,12,11,Wednesday,,,,,,31
22,,2019,12,11,Wednesday,Tulsa,Oklahoma,74106,Public Services Company of Oklahoma,2200,30
18,,2019,12,11,Wednesday,,,,,,53
63,,2019,12,11,Wednesday,Oklahoma City,Oklahoma,7316,OGE,2650,5
63,,2019,12,11,Wednesday,,,,,,34
15,,2019,12,11,Wednesday,Tulsa,Oklahoma,74130,,1810,46
82,,2019,12,11,Wednesday,Southwest City,Missouri,64863,Empire-Liberty,1500,59
18,,2019,12,11,Wednesday,,,,,,64
22,,2019,12,11,Wednesday,,,,,,5
61,,2019,12,11,Wednesday,,,,,,64
26,,2019,12,11,Wednesday,Pocahontas,Arkansas,72455,Other,160,63
18,,2019,12,11,Wednesday,,,,,,64
72,,2019,12,11,Wednesday,,,,,,34
129,,2019,12,11,Wednesday,,,,,,34
94,,2019,12,11,Wednesday,,,,,,32
5,,2019,12,11,Wednesday,,,,,,53
22,,2019,12,11,Wednesday,tecumseh,Oklahoma,,,4000,59
18,,2019,12,11,Wednesday,,,,,,5
6,,2019,12,11,Wednesday,,,,,,53
129,,2019,12,11,Wednesday,,,,,,64
129,,2019,12,11,Wednesday,,,,,,34
22,,2019,12,11,Wednesday,,,,,,30
18,,2019,12,11,Wednesday,Lavaca,Arkansas,,OGE,1425,5
22,,2019,12,11,Wednesday,,,,,,63
6,,2019,12,11,Wednesday,,,,,,53
129,4646811,2019,12,11,Wednesday,scranton,Arkansas,72863,Arkansas Valley Electric,1500,18
6,,2019,12,11,Wednesday,Greenwood,Arkansas,72936,SWEPCO,2290,63
6,,2019,12,11,Wednesday,,,,,,32
6,,2019,12,11,Wednesday,,,,,,63
37,,2019,12,11,Wednesday,,,,,,34
122,,2019,12,11,Wednesday,Tulsa,Oklahoma,74115,Public Services Company of Oklahoma,183,34
22,9873852,2019,12,11,Wednesday,,,,,,21
5,,2019,12,11,Wednesday,,,,,,32
5,,2019,12,11,Wednesday,,,,,,53
5,,2019,12,11,Wednesday,,,,,,64
5,,2019,12,11,Wednesday,,,,,,53
18,,2019,12,11,Wednesday,,,,,,30
5,,2019,12,11,Wednesday,,,,,,53
18,7618227,2019,12,11,Wednesday,Bryant,Arkansas,72022,Entergy,2795,18
22,,2019,12,11,Wednesday,"Ada ",Oklahoma,,Other,1300,5
44,6600451,2019,12,11,Wednesday,Oklahoma City,Oklahoma,73162,OGE,1800,4
5,,2019,12,11,Wednesday,,,,,,53
18,8286996,2019,12,11,Wednesday,Conway,Arkansas,72032,Entergy,1500,18
22,,2019,12,11,Wednesday,,,,,,53
18,,2019,12,11,Wednesday,,,,,,32
22,,2019,12,11,Wednesday,,,,Other,,63
18,,2019,12,11,Wednesday,,,,,,32
18,,2019,12,11,Wednesday,Hot Springs,Arkansas,,Entergy,,32
37,,2019,12,11,Wednesday,Hot Springs,Arkansas,71901,Entergy,140,38
37,,2019,12,11,Wednesday,,,,,,5
22,,2019,12,12,Thursday,,,,,,30
18,,2019,12,12,Thursday,,,,,,53
72,,2019,12,12,Thursday,,,,,,34
37,,2019,12,12,Thursday,,,,,,46
18,,2019,12,12,Thursday,,,,,,32
22,,2019,12,12,Thursday,McAlester,Oklahoma,,Other,,63
22,,2019,12,12,Thursday,claremore,Oklahoma,,Other,1600,63
129,,2019,12,12,Thursday,Winslow,Arkansas,72959,OGE,200,63
37,,2019,12,12,Thursday,,,,,,32
22,,2019,12,12,Thursday,,,,,,34
73,,2019,12,12,Thursday,,,,,,64
129,,2019,12,12,Thursday,,,,,,34
129,,2019,12,12,Thursday,,,,,,30
129,,2019,12,12,Thursday,,,,,,35
30,,2019,12,12,Thursday,Hackett,Arkansas,72937,OGE,,30
129,,2019,12,12,Thursday,,,,,,28
129,,2019,12,12,Thursday,SALISAW,Oklahoma,7495,,,5
18,,2019,12,12,Thursday,,,,,,32
129,,2019,12,12,Thursday,,,,,,46
12,,2019,12,12,Thursday,,,,,,5
22,,2019,12,12,Thursday,,,,,,32
129,,2019,12,12,Thursday,,,,,,46
82,,2019,12,12,Thursday,,,,,,64
18,,2019,12,12,Thursday,,,,,,32
129,,2019,12,12,Thursday,,,,,,46
18,,2019,12,12,Thursday,,,,,,46
82,,2019,12,12,Thursday,,,,,,64
5,,2019,12,12,Thursday,,,,,,32
72,,2019,12,12,Thursday,,,,,,34
72,,2019,12,12,Thursday,,,,,,32
63,,2019,12,12,Thursday,Carney,Oklahoma,74832,,,5
37,,2019,12,12,Thursday,,,,,,53
47,,2019,12,12,Thursday,galena,Missouri,,,,32
22,,2019,12,12,Thursday,,,,,,34
129,,2019,12,12,Thursday,,,,Carroll,1800,30
129,,2019,12,12,Thursday,,,,,,34
29,,2019,12,12,Thursday,Lowell,Arkansas,72745,,,5
63,,2019,12,12,Thursday,Norman,Oklahoma,73072,OGE,1500,32
18,,2019,12,12,Thursday,,,,,,30
82,,2019,12,12,Thursday,,,,,,64
63,,2019,12,12,Thursday,,,,,,64
22,,2019,12,12,Thursday,Oklahoma Cit,Oklahoma,,OGE,2000,63
15,,2019,12,12,Thursday,,,,,,32
15,,2019,12,12,Thursday,,,,,,30
58,6897035,2019,12,12,Thursday,Lexington,Oklahoma,73051,Other,2000,18
5,,2019,12,12,Thursday,,,,,,31
22,,2019,12,12,Thursday,,,,,,53
129,,2019,12,12,Thursday,"Spiro ",Oklahoma,,Arkansas Valley Electric,1288,5
18,,2019,12,12,Thursday,,,,,,53
82,,2019,12,12,Thursday,Siloam Springs,Arkansas,72761,Siloam Springs,3100,31
82,,2019,12,12,Thursday,,,,,,5
72,,2019,12,12,Thursday,Centerton,Arkansas,72719,SWEPCO,1400,30
94,,2019,12,12,Thursday,,,,,,64
22,,2019,12,12,Thursday,,,,,,53
22,,2019,12,12,Thursday,El Reno,Oklahoma,73036,OG&E,280,32
122,,2019,12,12,Thursday,,,,,,30
30,,2019,12,12,Thursday,Greenwood,Arkansas,,,,46
62,,2019,12,12,Thursday,,,,,,64
41,,2019,12,12,Thursday,,,,,,64
22,,2019,12,12,Thursday,,,,,,30
129,,2019,12,12,Thursday,Waldron,Arkansas,,,,46
129,,2019,12,12,Thursday,,,,,,59
22,,2019,12,12,Thursday,,,,,,38
129,,2019,12,12,Thursday,,,,,,34
6,,2019,12,12,Thursday,Fort Smith,Arkansas,7290,Arkansas Valley Electric,1700,59
122,,2019,12,12,Thursday,Fort Smith,Arkansas,72903,OGE,4200,63
129,,2019,12,12,Thursday,,,,,,46
122,,2019,12,12,Thursday,,,,Arkansas Valley Electric,,5
18,,2019,12,12,Thursday,"Antler ",Oklahoma,,Public Services Company of Oklahoma,2500,63
129,,2019,12,12,Thursday,,,,,,34
6,9831367,2019,12,12,Thursday,,,,,,21
18,,2019,12,12,Thursday,,,,,,32
37,,2019,12,12,Thursday,,,,,,36
5,,2019,12,12,Thursday,Roger,Arkansas,72756,Carroll,1200,63
6,,2019,12,12,Thursday,Ft Smith,Arkansas,,OGE,1600,63
22,8286996,2019,12,12,Thursday,Ada,Oklahoma,74820,Other,2900,18
129,,2019,12,12,Thursday,,,,,,63
22,,2019,12,12,Thursday,Owasso,Oklahoma,,Public Services Company of Oklahoma,,63
37,,2019,12,12,Thursday,,,,,,5
5,,2019,12,12,Thursday,,,,,,5
44,,2019,12,12,Thursday,,,,,,34
18,,2019,12,12,Thursday,,,,,,53
5,,2019,12,12,Thursday,,,,,,5
193,,2019,12,12,Thursday,Colcord,Oklahoma,74338,Northeast Oklahoma Electric,,76
122,9365465,2019,12,12,Thursday,SW city,Missouri,64863,Empire-Liberty,2392,18
18,,2019,12,12,Thursday,Springdale,Arkansas,72762,Ozark,156,32
6,,2019,12,12,Thursday,,,,,,32
22,,2019,12,12,Thursday,,,,,,5
18,,2019,12,12,Thursday,,,,,,5
6,,2019,12,12,Thursday,,,,,,32
22,,2019,12,12,Thursday,,,,,,32
6,,2019,12,13,Friday,,,,,,32
22,9873852,2019,12,13,Friday,,,,,,21
22,,2019,12,13,Friday,,,,,,32
83,,2019,12,13,Friday,,,,,,64
122,,2019,12,13,Friday,Springdale,Arkansas,72762,Southwestern Electric Power Company (SWEPCO),,46
22,,2019,12,13,Friday,,,,,,32
18,,2019,12,13,Friday,Tulsa,Oklahoma,74133,Public Services Company of Oklahoma,2500,32
44,2711226,2019,12,13,Friday,OKLAHOMA CITY,Oklahoma,7312,OGE,2100,18
22,,2019,12,13,Friday,"Enid ",Oklahoma,73701,,,64
58,,2019,12,13,Friday,Edmond,Oklahoma,73012,OGE,,30
72,,2019,12,13,Friday,,,,,,35
22,,2019,12,13,Friday,,,,,,53
5,,2019,12,13,Friday,,,,,,32
58,5590997,2019,12,13,Friday,Macomb,Oklahoma,74852,Other,1540,18
22,,2019,12,13,Friday,,,,,,32
15,,2019,12,13,Friday,,,,,,46
15,,2019,12,13,Friday,,,,,,31
22,,2019,12,13,Friday,,,,,,53
33,,2019,12,13,Friday,,,,,,30
22,,2019,12,13,Friday,,,,,,32
82,,2019,12,13,Friday,,,,,,64
22,,2019,12,13,Friday,,,,,,32
83,,2019,12,13,Friday,,,,,,64
62,,2019,12,13,Friday,,,,,,32
5,,2019,12,13,Friday,,,,,,53
5,,2019,12,13,Friday,,,,,,34
129,,2019,12,13,Friday,pea ridge,Arkansas,72751,,,32
82,,2019,12,13,Friday,,,,,,46
6,,2019,12,13,Friday,Greenwood,Arkansas,,Arkansas Valley Electric,,63
63,,2019,12,13,Friday,enid,Oklahoma,73701,OGE,2800,63
5,,2019,12,13,Friday,,,,,,53
5,,2019,12,13,Friday,,,,,,53
82,,2019,12,13,Friday,,,,,,64
129,,2019,12,13,Friday,Waldron,Arkansas,72958,Southwestern Electric Power Company (SWEPCO),,32
63,,2019,12,13,Friday,"Fairview ",,73737,,,32
22,,2019,12,13,Friday,Stillwater,Oklahoma,,Other Electric Company,1100,63
37,,2019,12,13,Friday,Oklahoma City,Oklahoma,,OG&E,2200,32
18,,2019,12,13,Friday,,,,,,32
22,,2019,12,13,Friday,Piedmont,Oklahoma,73078,OGE,2454,63
83,,2019,12,13,Friday,,,,,,53
22,,2019,12,13,Friday,Idabe,Oklahoma,,Public Services Company of Oklahoma,,31
22,,2019,12,13,Friday,,,,,,64
122,,2019,12,13,Friday,Bentonville,Arkansas,72712,,,32
18,,2019,12,13,Friday,,,,,,53
44,,2019,12,13,Friday,lawton,Oklahoma,73507,Public Services Company of Oklahoma,2000,32
33,,2019,12,13,Friday,,,,,,64
22,,2019,12,13,Friday,,,,,,38
15,,2019,12,13,Friday,Prairie Grove,Arkansas,73078,Ozarks Arkansas,1350,59
22,,2019,12,13,Friday,Noble,Oklahoma,73068,Other Electric Company,2000,32
22,,2019,12,13,Friday,,,,,,32
81,,2019,12,13,Friday,,,,,,53
83,,2019,12,13,Friday,,,,,,64
6,,2019,12,13,Friday,Fort Smith,,,OG&E,2000,63
105,,2019,12,13,Friday,Oklahoma City,Oklahoma,73162,OGE,2400,32
62,1234567,2019,12,13,Friday,,,,,,21
22,,2019,12,13,Friday,Miami,Oklahoma,74354,Northeast Oklahoma Electric,2800,32
129,6419170,2019,12,13,Friday,"clarksville ",Arkansas,7,Arkansas Valley Electric,1550,18
129,,2019,12,13,Friday,Mountainburg,Arkansas,72946,,,30
129,,2019,12,13,Friday,,,,,,32
22,,2019,12,13,Friday,,,,,,53
82,,2019,12,13,Friday,,,,,,53
22,,2019,12,13,Friday,,,,,,32
6,,2019,12,13,Friday,"van buren ",Arkansas,72956,Arkansas Valley Electric,1625,63
129,,2019,12,13,Friday,,,,,,59
5,,2019,12,13,Friday,,,,,,53
129,,2019,12,13,Friday,,,,,,34
6,,2019,12,13,Friday,ozark,Arkansas,,Arkansas Valley Electric,1593,63
6,,2019,12,13,Friday,,,,,,63
6,,2019,12,13,Friday,Clarksville,Arkansas,72830,Arkansas Valley Electric,1900,32
39,,2019,12,13,Friday,,,,,,53
22,,2019,12,13,Friday,,,,OGE,1937,32
22,,2019,12,13,Friday,Ringwood,Oklahoma,,Other,1500,32
18,,2019,12,13,Friday,,,,,,53
129,,2019,12,13,Friday,,,,,,63
129,,2019,12,13,Friday,,,,,,38
37,,2019,12,13,Friday,,,,,,46
22,,2019,12,13,Friday,,,,,,32
72,,2019,12,13,Friday,Fayetteville,Arkansas,7270,Ozarks Arkansas,,30
18,,2019,12,13,Friday,,,,,,34
22,,2019,12,13,Friday,,,,,,64
18,,2019,12,13,Friday,Atoka,Oklahoma,74525,Public Services Company of Oklahoma,,32
18,,2019,12,13,Friday,"Benton ",Arkansas,72015,,,32
18,6897035,2019,12,13,Friday,Bentonville,Arkansas,72713,Bentonville,2000,18
22,1234567,2019,12,13,Friday,,,,,,21
18,,2019,12,13,Friday,antlers,Oklahoma,,Other Electric Company,1600,32
72,,2019,12,13,Friday,,,,,,5
22,,2019,12,13,Friday,,,,,,32
5,,2019,12,13,Friday,,,,,,53
22,,2019,12,13,Friday,,,,,,32
5,,2019,12,13,Friday,,,,,,32
6,,2019,12,13,Friday,Huntsville,Arkansas,72740,Ozarks Arkansas,2500,63
22,,2019,12,13,Friday,,,,,,53
22,,2019,12,14,Saturday,,,,,,30
44,,2019,12,14,Saturday,,,,,,32
44,,2019,12,14,Saturday,,,,,,5
18,,2019,12,14,Saturday,,,,,,32
18,,2019,12,14,Saturday,,,,,,32
5,,2019,12,14,Saturday,,,,,,38
94,,2019,12,14,Saturday,,,,,,63
5,,2019,12,14,Saturday,Oklahoma city,Oklahoma,73111,OG&E,,34
22,,2019,12,14,Saturday,,,,,,32
22,,2019,12,14,Saturday,,,,,,5
37,,2019,12,14,Saturday,,,,,,28
22,,2019,12,14,Saturday,,,,Other,,34
22,,2019,12,14,Saturday,,,,,,32
44,,2019,12,14,Saturday,Owasso,Oklahoma,7405,Public Services Company of Oklahoma,2500,63
12,,2019,12,14,Saturday,,,,,,5
22,,2019,12,14,Saturday,stilwell,Oklahoma,,Ozarks Oklahoma,150,30
22,,2019,12,14,Saturday,Enid,Oklahoma,73703,OGE,3000,28
58,,2019,12,14,Saturday,"Newella ",Oklahoma,,Other Electric Company,1400,32
37,5421394,2019,12,14,Saturday,,,,,,32
18,,2019,12,14,Saturday,,,,,,64
5,,2019,12,14,Saturday,,,,,,32
44,,2019,12,14,Saturday,Tulsa,Oklahoma,74127,Public Services Company of Oklahoma,2000,5
22,,2019,12,14,Saturday,,,,,,38
5,,2019,12,14,Saturday,,,,,,53
22,,2019,12,14,Saturday,,,,,,64
18,,2019,12,14,Saturday,,,,,,5
5,,2019,12,14,Saturday,,,,,,34
22,,2019,12,14,Saturday,,,,,,32
22,,2019,12,14,Saturday,Calra,Oklahoma,,,,63
5,,2019,12,14,Saturday,,,,,,53
22,,2019,12,14,Saturday,,,,,,32
37,,2019,12,14,Saturday,Bentonville,Arkansas,72712,Bentonville,4424,63
22,,2019,12,14,Saturday,,,,,,53
5,,2019,12,14,Saturday,,,,,,34
22,,2019,12,14,Saturday,,,,,,30
5,,2019,12,14,Saturday,,,,,,5
22,,2019,12,14,Saturday,,,,,,32
22,,2019,12,14,Saturday,,,,,,34
5,,2019,12,14,Saturday,,,,,,5
22,,2019,12,14,Saturday,,,,,,32
22,,2019,12,14,Saturday,,,,,,53
18,,2019,12,14,Saturday,,,,,,32
18,,2019,12,14,Saturday,,,,,,5
117,,2019,12,14,Saturday,,,,,,64
22,,2019,12,14,Saturday,Vinita,Oklahoma,74301,Public Services Company of Oklahoma,576,63
5,,2019,12,14,Saturday,,,,,,34
22,,2019,12,14,Saturday,,,,,,38
5,,2019,12,14,Saturday,,,,,,32
22,,2019,12,14,Saturday,,,,,,32
5,,2019,12,14,Saturday,,,,,,53
33,,2019,12,14,Saturday,,,,,,32
6,,2019,12,14,Saturday,,,,,,34
37,,2019,12,14,Saturday,,,,,,32
29,,2019,12,14,Saturday,,,,,,32
44,,2019,12,14,Saturday,,,,,3400,34
22,,2019,12,14,Saturday,,,,,,5
22,,2019,12,14,Saturday,,,,,,32
22,,2019,12,14,Saturday,,,,,,53
22,,2019,12,14,Saturday,Antlers,Oklahoma,7452,,,46
18,,2019,12,14,Saturday,,,,,,5
22,,2019,12,14,Saturday,,,,,,34
44,,2019,12,14,Saturday,,,,,,32
22,,2019,12,14,Saturday,Claremore,Oklahoma,74019,,1500,63
22,,2019,12,14,Saturday,,,,,,32
44,,2019,12,14,Saturday,,,,,,64
22,,2019,12,14,Saturday,,,,,,53
18,,2019,12,14,Saturday,,,,,,32
22,,2019,12,14,Saturday,,,,,,32
22,,2019,12,14,Saturday,"Blanchard ",Oklahoma,73010,OGE,1900,32
37,,2019,12,14,Saturday,,,,,,32
18,,2019,12,14,Saturday,,,,,,64
22,,2019,12,14,Saturday,,,,,,53
22,,2019,12,14,Saturday,,,,,,46
5,,2019,12,15,Sunday,,,,,,53
18,,2019,12,15,Sunday,,,,,,5
22,,2019,12,15,Sunday,,,,,,53
22,,2019,12,15,Sunday,,,,,,32
18,,2019,12,15,Sunday,,,,,,31
5,,2019,12,15,Sunday,,,,,,34
22,,2019,12,15,Sunday,,,,,,32
18,,2019,12,15,Sunday,,,,,,32
22,,2019,12,15,Sunday,,,,,,32
37,,2019,12,15,Sunday,,,,,,5
37,,2019,12,15,Sunday,OKC,Oklahoma,73165,OGE,2300,63
5,,2019,12,15,Sunday,,,,,,34
5,,2019,12,15,Sunday,,,,,,64
22,,2019,12,15,Sunday,,,,,,5
44,,2019,12,15,Sunday,Newkirk,Oklahoma,74647,,1320,32
18,,2019,12,15,Sunday,Conway,Arkansas,72032,,,63
37,,2019,12,15,Sunday,Cache,Oklahoma,73527,,2200,5
18,,2019,12,15,Sunday,,,,,,53
22,,2019,12,15,Sunday,,,,,,53
29,,2019,12,15,Sunday,Vilonia,Arkansas,72173,Entergy,1900,32
18,,2019,12,15,Sunday,,,,,,5
22,,2019,12,15,Sunday,Jones,Oklahoma,73049,OGE,1650,63
5,,2019,12,15,Sunday,,,,,,53
15,,2019,12,15,Sunday,,,,,,32
22,,2019,12,15,Sunday,,,,,,32
44,,2019,12,15,Sunday,,,,,,32
18,,2019,12,15,Sunday,lawton,Oklahoma,73,Public Services Company of Oklahoma,2300,4
22,,2019,12,15,Sunday,Ponca City,Oklahoma,,Other,,63
